@relation data
@attribute Var153 numeric
@attribute Var211 numeric
@attribute Var218 numeric
@attribute appetency numeric
@data
1572592,1,2,-1
8364120,1,1,-1
10467800,1,2,-1
9433560,1,2,-1
846976,1,2,-1
2343308,1,1,-1
10498000,2,1,-1
5562657.69896,1,2,-1
10246240,1,2,-1
9656280,1,1,-1
10414320,1,1,-1
654216,1,2,-1
10455000,1,2,-1
214640,1,1,-1
56284,1,2,-1
3292892,1,1,-1
10435280,1,1,1
10711920,1,2,-1
10716280,1,1,-1
5562657.69896,2,2,-1
8533680,1,1,-1
943548,1,2,-1
1559468,1,2,-1
9477800,1,1,-1
2624872,1,2,-1
10615720,1,2,-1
5562657.69896,1,1,-1
10437600,1,1,-1
6831960,1,1,-1
4074920,2,2,-1
10728800,1,1,-1
216068,1,2,-1
9492960,1,1,-1
6241200,1,1,-1
338648,2,1,-1
1488024,2,2,-1
10505440,1,1,-1
13072,1,2,-1
9837600,2,2,-1
759964,1,1,-1
5562657.69896,1,1,-1
10437840,1,2,-1
5562657.69896,2,2,-1
2486708,1,2,-1
364760,1,2,1
6808840,2,2,-1
10363880,1,1,-1
4547080,2,1,-1
461792,1,2,-1
328780,1,2,-1
10600640,1,2,-1
8843360,2,1,-1
5562657.69896,1,1,-1
10236040,1,1,-1
10509600,2,2,-1
9654560,2,1,-1
353580,1,1,-1
339072,1,1,-1
9671400,1,2,-1
1741168,1,1,-1
5562657.69896,1,2,-1
4682880,1,1,-1
3285828,1,1,-1
10508080,2,2,-1
10622080,1,1,-1
10593280,1,1,-1
10635320,1,1,-1
10309120,1,1.4655,-1
9880440,1,1,-1
4757080,1,1,-1
5148400,1,2,-1
10223480,2,2,-1
10594640,1,2,-1
10614160,2,1,-1
5562657.69896,1,1,-1
5791560,1,2,-1
805220,1,1,-1
7756480,1,2,-1
171728,1,2,-1
5562657.69896,2,2,-1
4579280,1,2,-1
10498280,1,2,-1
10368040,1,1,-1
10587440,1,2,-1
53448,1,2,-1
5562657.69896,2,2,-1
141824,1,2,-1
8943600,1,1,-1
2198824,2,1,-1
4634920,1,2,-1
5562657.69896,1,2,-1
10277360,2,2,-1
4913560,1,1,-1
2472500,1,2,-1
451940,2,1,-1
5766680,1,1,-1
5562657.69896,2,1,-1
4370000,1,1,-1
9797440,1,2,-1
372928,1,1,-1
2384956,1,1,-1
5562657.69896,1,2,-1
9933880,1,1,-1
10117560,1,1,-1
10386400,1,2,-1
9251160,1,1,-1
5562657.69896,1,1,-1
10475120,1,2,-1
10574600,2,1.4655,-1
1978612,1,1,-1
9818280,1,1,-1
1599632,1,1,-1
23556,1,2,-1
2179304,2,1,-1
9043200,2,1,-1
5515680,1,2,-1
338128,1,2,-1
10644120,1,1,-1
10398160,2,2,-1
10514360,1,2,-1
10286080,1,2,-1
543904,2,2,-1
10786720,1,2,-1
10488160,2,1,-1
9579240,1,1,-1
3094360,1,1,-1
10655400,1,1.4655,-1
396960,1,2,-1
5562657.69896,1,1,-1
3247612,2,2,-1
1966352,1,1,-1
9493920,1,1,-1
2613152,1,1,-1
1206516,1,1,-1
1467108,1,2,-1
10266800,1,1,-1
715288,1,1,-1
10556680,2,1,-1
10599520,1,2,-1
11614040,1,2,-1
3886392,1,1,-1
5078480,1,2,-1
5562657.69896,1,2,-1
166572,1,2,-1
9793520,1,1,-1
9859520,1,2,-1
989952,2,1,-1
10337240,1,2,-1
5562657.69896,1,2,-1
9103760,1,1,-1
10595800,1,2,-1
89296,1,2,-1
5562657.69896,1,1,-1
10005000,1,1,-1
9182360,2,2,-1
9720920,1,1,-1
10713600,1,2,-1
10169920,1,2,-1
1446308,1,1,-1
6000200,2,1,-1
10713600,1,1,-1
1194520,1,1,-1
7415360,1,1,-1
7257600,1,2,-1
10638720,1,2,-1
10368000,1,2,-1
5562657.69896,1,1,-1
5562657.69896,2,1,-1
10431800,1,1,-1
5987680,2,1,-1
48436,1,1,-1
3845692,1,2,-1
5562657.69896,1,1,-1
10719680,2,1,-1
10768160,1,2,-1
5562657.69896,1,1,-1
2378208,1,1,-1
1200212,1,2,-1
10460960,2,2,-1
10291680,2,2,1
5562657.69896,1,1,-1
10273520,1,1,-1
5562657.69896,2,2,-1
747804,1,2,-1
5562657.69896,2,1,-1
1677812,1,1,-1
5562657.69896,1,2,-1
516088,1,2,-1
5562657.69896,1,1,-1
10623880,1,1,-1
10530720,1,1,-1
10713600,1,2,-1
5562657.69896,2,2,-1
10423040,2,2,-1
2402636,1,1,-1
2048864,1,2,-1
7235400,2,1,-1
5562657.69896,1,1,-1
143280,1,1,-1
10936760,1,1,-1
5562657.69896,2,1,-1
10176040,1,2,-1
164156,1,1,-1
3945088,1,2,-1
4333040,1,1,-1
10413600,1,2,-1
5562657.69896,1,1,-1
10796680,2,1,-1
8002440,1,2,-1
10738720,1,2,-1
10571000,1,1,-1
10446920,1,1,-1
8250640,1,1,-1
4305080,1,1,-1
5562657.69896,2,2,-1
10440920,1,1,-1
9092480,1,2,-1
9377960,1,2,-1
6464240,1,1,-1
10351240,1,1,-1
10630680,1,1,-1
21252,2,2,1
9425160,1,1,-1
3807152,1,1,-1
10629040,1,2,-1
10780440,1,1,-1
1207200,1,2,-1
5562657.69896,2,1,-1
982992,1,2,-1
10509680,1,2,-1
10175120,2,2,-1
10357320,1,1,-1
9152960,1,2,-1
3561776,1,1,-1
10693440,1,1.4655,-1
10738760,1,1,-1
1870016,1,1,-1
10166880,1,1,-1
10575040,1,2,-1
13396,1,2,-1
10619360,2,1,-1
10516280,1,2,-1
1477140,1,1,-1
7676,1,1,-1
10455920,1,1,-1
1678880,1,1,-1
10450160,1,2,-1
1366552,1,2,-1
4389760,1,2,-1
5562657.69896,2,1,-1
9834480,1,2,-1
11236880,1,2,-1
9548640,1,2,-1
10248120,1,1,-1
1887152,1,2,-1
10568000,1,2,-1
5562657.69896,1,1,-1
5562657.69896,1,1,-1
807324,1,2,-1
10298680,1,1,-1
981920,1,1,-1
5562657.69896,2,1,-1
304644,1,2,-1
9850760,1,2,-1
13492280,1,1,-1
9808200,2,2,-1
7727560,1,1,-1
2292016,1,1,-1
262692,1,1,-1
5562657.69896,1,2,-1
8852760,1,2,-1
5562657.69896,2,2,-1
10228920,1,1,-1
533396,1,2,-1
388600,1,2,-1
2415448,1,1.4655,-1
10130640,2,2,-1
5562657.69896,1,2,-1
2466432,1,2,-1
5562657.69896,2,1,-1
5430480,1,1,-1
10346880,1,2,-1
9617520,1,1,-1
5562657.69896,2,1,-1
1349536,1,1,-1
9691120,1,2,-1
5562657.69896,2,2,-1
5562657.69896,2,2,-1
10738240,1,2,-1
3571836,1,2,-1
9556960,1,1,-1
1894684,1,2,-1
5562657.69896,1,1,-1
62156,1,1,-1
9760200,1,1,-1
5562657.69896,1,1,-1
9062200,1,2,-1
63480,1,2,-1
543000,1,2,-1
9223400,1,2,-1
218464,1,2,-1
5562657.69896,1,2,-1
5562657.69896,2,2,-1
10579080,1,1,-1
169544,1,2,-1
329280,1,1,-1
11799760,1,1,-1
9493680,2,2,-1
130468,1,1,-1
58588,1,2,-1
5562657.69896,2,1,-1
2510160,1,1,-1
1789436,1,2,-1
5562657.69896,2,2,-1
10356440,1,1,-1
10206720,1,1,-1
10702840,1,2,-1
10452960,1,2,-1
3403664,1,2,-1
5183680,1,2,-1
10308600,1,2,-1
5562657.69896,1,1,-1
891528,1,1,-1
10228240,1,2,-1
2035324,1,2,-1
113092,1,1,-1
2804240,1,1,-1
5998360,1,1,-1
10460920,2,2,-1
22600,1,2,-1
1521484,1,2,-1
9137200,2,2,-1
5562657.69896,2,2,-1
10019000,1,1,-1
8079720,1,1,-1
5562657.69896,2,2,-1
764792,1,1,-1
10664280,2,2,1
2475088,1,2,-1
9790240,1,2,-1
10063560,2,2,-1
10697120,1,2,-1
10604760,1,1,-1
10190200,1,2,-1
2807724,1,1,-1
10212200,1,1.4655,-1
10594520,2,1,-1
10760000,2,2,-1
52676,1,1,-1
10329320,1,2,-1
9709240,1,1,-1
10397480,1,2,-1
253716,1,1,-1
10545440,1,1,-1
10323160,1,2,-1
6342280,2,2,-1
10569440,1,1,-1
1432268,1,2,-1
9118800,2,2,-1
10082680,1,1,-1
10265480,1,1.4655,-1
10302440,1,1,-1
10404200,1,1,-1
5562657.69896,1,2,-1
4068240,1,2,-1
268012,1,2,-1
411376,1,1,-1
10409000,1,1,-1
5562657.69896,2,2,-1
1481044,1,2,-1
5562657.69896,2,2,-1
5562657.69896,1,2,-1
6495840,2,1,-1
5562657.69896,1,1,-1
1563396,1,1,-1
10597520,1,1,-1
10559240,1,1,-1
8346800,2,2,-1
10529080,2,2,-1
5562657.69896,2,2,-1
10707000,1,2,-1
10349320,1,1,-1
9302480,1,1,-1
10367920,1,2,-1
10310520,2,2,-1
1760576,1,1,-1
10589720,1,2,1
36364,1,1,-1
692756,1,2,-1
1473432,1,2,-1
7316480,1,1,-1
7884200,1,1,-1
10339200,2,1,-1
4201000,1,2,-1
7301360,1,2,-1
10686600,1,1,-1
10456360,2,2,-1
7565520,1,1,-1
10482760,1,1,-1
30424,1,1,-1
5562657.69896,2,1,-1
9893280,1,1,-1
4668600,1,2,-1
9859400,2,2,-1
10084040,1,1,-1
10594240,1,1,-1
10490760,1,1,-1
9942720,2,1,-1
5562657.69896,1,2,-1
10138200,1,2,-1
32680,1,2,-1
757760,1,1,-1
10468840,2,2,-1
10745600,1,2,-1
10640400,1,1,-1
10160560,1,1,-1
10036240,1,1,-1
10513280,1,1,-1
10730080,1,1,-1
10746960,1,1,-1
10282320,1,1,-1
10322760,1,1,-1
10355080,1,2,-1
240784,1,1,-1
10267280,1,1,-1
3521084,1,2,-1
173256,1,2,-1
10618680,1,1,-1
3827668,2,1,-1
1831160,1,2,-1
5562657.69896,1,1,-1
10471480,1,2,-1
10512240,1,2,-1
5562657.69896,2,1,-1
5562657.69896,1,2,-1
5562657.69896,1,2,-1
10684320,1,1,-1
12147360,1,1,-1
3485240,1,1,-1
3561904,1,1,-1
1965756,1,1,-1
4337720,1,1,-1
437360,1,2,-1
165124,1,1,-1
8868160,1,1,-1
10120840,1,1,-1
10366360,1,1,-1
3449672,1,1,-1
5562657.69896,1,1,-1
1241396,1,2,-1
5562657.69896,1,1,-1
10780600,2,2,-1
4022040,1,1,-1
172176,1,1,-1
751800,1,1,-1
10471960,2,2,-1
10571760,2,2,-1
10664480,1,2,1
5562657.69896,2,2,-1
10512360,1,2,-1
9804760,1,2,-1
72428,1,2,-1
4630920,1,1,-1
2625312,1,2,-1
10033960,2,2,-1
10729280,1,2,-1
8162720,1,1,-1
297112,1,2,-1
5562657.69896,1,2,-1
10682120,1,1,-1
444512,1,1,-1
827304,1,2,-1
10548680,1,2,-1
9603160,1,1,-1
5562657.69896,1,1,-1
893504,1,2,-1
4077920,1,1,-1
10463520,1,1,-1
223896,1,1,-1
5562657.69896,2,2,1
1604088,1,1,-1
3370272,1,2,1
7440040,1,2,-1
10277200,1,1,-1
216140,1,2,-1
363720,1,2,-1
10435280,1,1.4655,-1
5562657.69896,2,2,-1
10402360,1,1,-1
567744,1,1,-1
10038200,1,1,-1
501196,1,1,-1
5562657.69896,2,1,-1
150660,1,2,-1
2561780,1,2,1
5562657.69896,2,1,-1
6133600,2,1,-1
10584280,1,1,-1
8231480,1,1,-1
4121760,1,1,-1
5562657.69896,1,2,-1
8864360,1,2,-1
10449440,1,2,-1
10774240,1,2,-1
745848,1,1,-1
4622360,1,2,-1
5562657.69896,1,2,-1
10815440,1,1,-1
684084,1,1,-1
388704,1,1,-1
10526720,1,2,-1
5562657.69896,1,1,-1
5562657.69896,1,1,-1
6903560,1,2,-1
387072,1,1,-1
10150240,1,1,-1
10552360,1,1,-1
10672960,1,2,-1
2571640,1,1,-1
10484840,1,2,-1
10576880,1,2,-1
5626800,2,2,-1
824732,1,2,-1
10203480,1,2,-1
10337840,1,2,-1
8727960,1,1,-1
9934760,2,1,-1
7508400,1,2,-1
6173480,1,2,-1
8016800,1,1,-1
2481244,1,1,-1
5562657.69896,1,2,-1
2336764,1,1,-1
10208600,2,2,-1
732344,1,1,-1
9676800,2,1.4655,-1
5562657.69896,1,2,-1
20120,1,1,-1
5562657.69896,1,1,-1
4454880,1,1,-1
9341640,1,1,-1
269472,1,1,-1
5458200,2,2,-1
10299360,2,1,-1
10330960,1,2,-1
2064520,1,2,-1
7714000,1,2,-1
1380844,1,1,-1
484340,1,1,-1
10379640,1,2,-1
10509560,1,1,-1
9438280,1,1,-1
5562657.69896,1,1,-1
10682960,2,1,-1
466228,1,1,-1
10713600,1,2,-1
10291920,1,1,-1
1110980,1,2,-1
10301920,2,1,-1
10550040,1,1,-1
130860,2,1,-1
7899040,1,1,-1
62824,1,1,-1
8870520,1,1,-1
1919084,1,2,-1
10490120,1,2,-1
1261768,1,1,-1
10725040,1,1,-1
10725280,1,2,-1
10416000,1,1,-1
9784720,1,2,-1
8791480,1,2,-1
8268920,2,2,-1
676864,1,1,-1
1436900,1,2,-1
5989560,1,2,-1
9371920,1,1,-1
2787872,2,2,-1
15272,1,1,-1
10267000,1,1,-1
2441440,1,1,-1
8470440,1,1,-1
563224,1,1,-1
324464,1,2,-1
5562657.69896,1,1,-1
10306840,1,2,-1
134024,2,2,-1
4693160,1,1.4655,-1
5562657.69896,2,2,-1
10531200,1,1,-1
600528,1,1,-1
30376,1,2,-1
5562657.69896,1,2,-1
9148,2,2,-1
10624840,1,2,-1
5382600,2,2,-1
10398400,2,1,-1
10652640,1,2,-1
10533160,1,1,-1
9589120,1,1,-1
10342720,2,2,-1
5562657.69896,2,1,-1
3081792,2,2,-1
9829000,1,1,-1
9707160,1,1,-1
5229840,1,1,-1
9886200,1,1,-1
9616280,1,2,-1
11025840,1,1,-1
9450160,1,2,-1
10591920,1,1,-1
2035964,1,1,-1
10358760,1,2,-1
10171720,1,2,-1
10596680,1,2,-1
2608752,1,2,-1
10592080,1,1,-1
505372,1,2,-1
10328920,1,2,-1
5562657.69896,1,2,-1
225368,1,1,-1
534984,1,1,-1
10396520,1,1,-1
10576120,1,2,-1
10433160,1,1,-1
6734200,1,2,-1
655040,1,1,-1
4247600,1,2,-1
6951640,1,1,-1
249184,1,1,-1
13413920,1,1,-1
5562657.69896,1,1,-1
10410360,1,1,-1
10459600,1,1,-1
10464560,1,1,-1
4229440,1,2,-1
241720,1,2,-1
859712,1,1,-1
9799720,1,1,-1
9929560,1,2,-1
10658720,1,1,-1
10445440,1,1,-1
2838016,1,1,-1
100192,1,2,-1
9676960,1,1,-1
9066480,2,2,-1
5562657.69896,1,1,-1
2435172,1,1,-1
5562657.69896,1,2,-1
9778120,1,2,-1
10473680,2,2,-1
7328120,1,1,-1
2182480,1,2,-1
10990320,1,2,-1
9928480,1,2,-1
5136640,1,1,-1
7216920,1,1,-1
718880,1,1,-1
5562657.69896,1,1,-1
5027040,1,1,-1
5562657.69896,1,1,-1
2860288,1,2,-1
11026600,1,2,-1
8860800,2,2,-1
5562657.69896,1,1,-1
8942000,1,1,-1
2575280,1,2,-1
10472800,1,1,-1
3007632,1,1,-1
9070280,1,2,1
10447960,1,2,-1
211232,1,1,-1
625096,1,2,-1
5562657.69896,1,1,-1
69168,1,1,-1
1362704,1,1,-1
9778440,1,1,-1
10470560,2,2,-1
215328,1,2,-1
5562657.69896,2,2,-1
355976,1,1,-1
3877756,1,1,-1
5636520,1,1,-1
2651824,1,2,-1
279868,1,2,-1
10452560,1,2,-1
10552840,1,1,-1
11813480,1,1,-1
5562657.69896,1,1,-1
10747320,1,2,-1
10562160,2,2,-1
10416120,1,1,-1
10302480,1,2,-1
1206220,1,1,-1
734640,1,1,-1
1766336,1,2,-1
1362008,2,2,-1
111328,1,2,-1
2896284,1,1,-1
10302320,1,2,-1
5562657.69896,1,1,-1
5562657.69896,2,2,1
82052,1,1,-1
10528720,1,2,-1
10635600,2,2,-1
10371960,1,2,-1
717608,1,1,-1
10728120,1,1,-1
10497520,1,1,-1
10566560,1,1,-1
5562657.69896,2,2,-1
13724640,1,1,-1
10462760,1,1,-1
1391276,1,1,-1
10401480,1,2,-1
3569676,1,2,-1
10616160,1,1,-1
431112,1,1,-1
10432000,1,1,-1
444960,1,2,-1
5562657.69896,2,1,-1
1942828,1,2,-1
5562657.69896,1,2,-1
10314440,2,2,-1
376936,1,2,-1
5562657.69896,2,1,-1
10577640,1,1,-1
3976936,1,2,-1
96264,1,1,-1
479840,1,2,-1
11741840,1,1,-1
9431320,1,2,-1
10451240,2,2,-1
5562657.69896,1,2,-1
4163560,2,2,-1
808840,1,2,-1
10325480,1,2,-1
10157280,1,1,-1
5562657.69896,2,2,-1
9806280,1,1,-1
10533400,1,2,-1
1884332,1,2,-1
4067680,1,1,-1
999880,1,2,-1
5562657.69896,1,2,-1
9761120,1,1,-1
5562657.69896,1,1,-1
10337360,1,2,-1
10263280,1,1.4655,-1
10834040,2,2,-1
10593280,1,1,-1
5429080,2,2,-1
7745760,2,1,-1
8767000,1,1,-1
194424,1,1,-1
10505120,1,2,-1
5562657.69896,2,1,-1
8715600,1,1,-1
5562657.69896,2,1.4655,-1
10508360,1,1,-1
837948,1,1,-1
10368000,1,2,-1
10326040,1,2,-1
131772,1,1,-1
10829920,2,2,-1
8042000,1,1,-1
9606960,1,2,-1
10435520,1,2,1
5562657.69896,1,1,-1
398928,1,1,-1
10144240,1,1,-1
8774240,1,2,-1
10417440,2,2,-1
691772,1,2,-1
263144,1,1,-1
9639320,1,1,-1
1084256,1,1,-1
9199000,1,2,-1
10248440,1,2,1
10457360,1,1,-1
771696,2,1,-1
5562657.69896,2,1.4655,-1
5562657.69896,1,1,-1
10577400,1,2,-1
10653040,1,2,-1
314624,1,1,-1
1610216,1,1,-1
1211396,1,1,-1
8516760,1,2,-1
10769560,1,2,-1
10381600,1,2,-1
10218800,2,1,-1
1250804,1,1,-1
10500560,1,1,-1
1061156,1,1,-1
8019200,1,1,-1
10058520,1,1,-1
9774920,1,1,-1
1311652,1,1,-1
9779760,1,1,-1
5137520,1,1,-1
5682520,1,2,-1
5562657.69896,2,2,-1
10637160,1,2,-1
10043160,1,2,-1
178880,1,1,-1
130288,2,1,-1
5562657.69896,1,1,-1
226304,1,2,-1
10592440,2,2,-1
5562657.69896,1,2,-1
10778400,1,1,-1
132764,1,2,-1
10583720,1,2,-1
731916,1,1,-1
5562657.69896,2,2,-1
8198520,1,1,-1
1644308,1,1,-1
859936,1,2,-1
5562657.69896,1,1,-1
5562657.69896,1,2,-1
5562657.69896,2,1,-1
9679600,1,2,1
5562657.69896,2,2,-1
592320,1,1,-1
10145600,1,1,-1
522648,1,2,-1
9332280,1,2,-1
9400520,2,1,-1
10519640,1,2,-1
1561608,2,1,-1
9941400,1,1,-1
10472120,2,2,-1
10490680,1,1,-1
1005096,2,1,-1
553824,1,1,-1
591736,1,1.4655,-1
9243800,1,2,-1
10417120,1,1,-1
10415760,1,1,-1
411364,1,1,-1
5562657.69896,2,1,-1
10412640,1,2,-1
10139520,1,2,-1
7237240,1,1,-1
10109920,1,2,1
1723424,1,1,-1
1675676,1,2,-1
10144920,1,2,-1
5562657.69896,1,1,-1
269620,1,1,-1
10548960,2,1,-1
9928480,1,1,-1
10400160,2,1,-1
10286880,2,2,-1
10632240,2,2,-1
9089760,1,2,-1
9909880,1,1,-1
5562657.69896,1,1,-1
9236800,1,1,-1
3029752,1,1,-1
5793040,1,1,-1
5562657.69896,1,1,-1
9408760,2,1,-1
1139116,1,2,-1
10609720,2,1,-1
5562657.69896,1,1,-1
493756,2,2,-1
8419440,1,1,-1
3119856,2,2,-1
5562657.69896,2,2,-1
10640440,1,1,-1
8809440,2,2,-1
459744,1,1,-1
8669400,1,2,-1
5562657.69896,1,1,-1
5562657.69896,2,2,-1
10383600,2,2,-1
364244,2,1,-1
2131420,1,1,-1
10095920,1,1,-1
10720800,1,2,-1
1936952,1,2,-1
65312,2,1,-1
1399944,1,2,-1
10112680,1,1,-1
173416,1,1,-1
566368,2,2,-1
137464,1,1,-1
10494400,1,1,-1
1276056,1,1,-1
2503564,1,2,-1
10080200,1,1,-1
10617240,1,1,-1
10207280,1,1,-1
8438600,1,1,-1
2118716,1,1,-1
10643840,1,2,-1
314740,1,2,-1
10959080,1,1,-1
10677000,1,1,-1
2861524,1,1,-1
548232,1,1,-1
763176,1,1,-1
861568,1,2,-1
5562657.69896,1,1,-1
189520,1,1,-1
9129720,1,1,-1
10691800,1,2,-1
10573320,1,1,-1
9768800,1,1,-1
10537640,1,1,-1
9790760,1,1,-1
10113800,1,2,-1
10119400,2,1,-1
5562657.69896,2,2,1
526868,2,2,-1
5562657.69896,2,2,-1
10779480,1,1,1
8029040,1,2,-1
5562657.69896,2,2,-1
9544200,1,1,-1
6102000,1,2,-1
7253840,1,2,-1
1303712,1,1,-1
10663480,1,1,-1
10478560,1,1,1
10273640,1,2,-1
10703360,1,1,-1
10566440,1,1,-1
9751840,2,2,-1
4303240,1,2,-1
5562657.69896,2,2,-1
10648240,1,2,-1
10562960,2,2,-1
93664,1,1,-1
10660880,1,1,-1
2292644,1,2,-1
10512200,1,1,-1
5562657.69896,2,2,-1
10507920,1,2,-1
95772,1,1,-1
614148,1,2,-1
10050760,1,2,-1
5562657.69896,1,1,-1
10097200,1,2,-1
2429932,1,2,-1
10599960,1,2,-1
5562657.69896,2,1,-1
10411280,1,2,-1
10414280,1,2,-1
5562657.69896,1,2,-1
8494920,2,2,-1
10537640,2,2,-1
10574080,1,1,-1
10437920,1,2,-1
9677560,1,2,-1
4172000,1,1,-1
10409120,1,1,-1
10661440,1,2,-1
3513952,1,1,-1
1258324,1,2,-1
1530028,1,1,-1
5562657.69896,2,2,-1
1450688,2,2,-1
5562657.69896,1,1,-1
9726800,1,1,-1
10288640,1,2,-1
7439040,2,1,-1
9689440,1,1,-1
133052,1,2,-1
6587960,1,2,-1
10554560,1,2,-1
10688880,1,2,-1
10544040,2,2,1
10614720,1,2,-1
5562657.69896,1,2,-1
488176,1,2,-1
10583360,1,1,-1
121300,1,2,-1
11746320,1,1,-1
5288160,1,1,-1
287144,1,1,-1
48000,1,1,-1
10680880,1,1,-1
5276,1,2,-1
8205680,1,2,-1
10627160,2,2,-1
5562657.69896,1,1,-1
12784880,1,2,1
1062632,2,1,-1
10314120,1,1,-1
7444880,1,2,-1
5843640,1,1,-1
5655080,1,1,-1
10570160,1,2,-1
2732476,1,1,-1
10284080,1,1,-1
552160,1,1,-1
2637280,1,1.4655,-1
5562657.69896,2,2,-1
8032680,1,2,-1
114056,1,1,-1
10520560,1,1,-1
10751520,1,2,-1
6372880,1,1,-1
10419040,1,1,-1
10230640,1,1,-1
3066288,1,1,-1
1037364,1,2,1
3040916,1,2,-1
10671720,2,2,-1
10095520,1,2,-1
7865680,1,1,-1
10528280,1,2,-1
879004,1,1,-1
10100360,1,2,-1
5562657.69896,1,1,-1
1192912,1,1,-1
904504,1,1,-1
9347840,2,2,-1
10467680,1,1,-1
10569040,1,2,-1
10687280,2,1,-1
10364160,1,2,-1
2049608,1,1,-1
10179360,1,1,-1
10598080,1,2,-1
10462720,2,2,-1
10653000,1,2,-1
5562657.69896,2,2,-1
5562657.69896,1,2,-1
10644560,1,1,-1
657608,1,1,-1
5562657.69896,2,2,-1
9781040,1,1,-1
7503800,1,1,-1
10605680,1,2,-1
4181840,1,1,-1
10503800,2,1,-1
8967920,1,2,-1
5562657.69896,1,1,-1
4603480,1,1,-1
370304,1,2,-1
4580800,1,1,-1
5562657.69896,2,1,-1
829944,1,1,-1
10020240,2,2,-1
10180600,1,2,-1
4781280,1,1,-1
10133800,1,1,-1
545604,2,1,-1
1138408,1,2,-1
10371600,1,2,-1
5562657.69896,2,1,-1
10607600,1,1,-1
10407200,1,2,-1
2375728,1,1,-1
10594360,1,2,-1
101216,1,2,-1
10271760,1,2,-1
752908,1,1,-1
10740720,1,1,-1
10556920,2,2,-1
930220,1,2,-1
10717080,1,2,-1
2493844,1,2,-1
10153520,1,2,-1
9965080,1,2,-1
9617720,1,2,-1
107088,1,2,-1
5562657.69896,1,2,-1
752540,1,1,-1
1029428,1,2,-1
10532560,1,2,-1
5562657.69896,2,2,-1
9922840,1,1,-1
2607872,1,1,-1
3532584,1,1,-1
10685680,1,1,-1
5562657.69896,1,2,-1
5562657.69896,1,1,-1
8411880,1,1,-1
10426840,1,1,-1
10793040,1,1.4655,1
5543720,2,2,-1
5562657.69896,1,1,-1
4450600,1,1,-1
10763080,1,1,-1
10703120,1,2,-1
7842440,1,1,-1
12344720,2,1,-1
1703248,1,1,-1
10303920,1,1,-1
10728680,1,2,-1
4390480,1,1,-1
10586840,1,1,-1
394920,2,2,-1
5562657.69896,1,2,-1
10032640,2,1,-1
10713600,1,1,-1
10498760,1,1,-1
10243240,2,2,-1
10395400,1,2,-1
1277972,1,1,-1
9888600,1,1,-1
5562657.69896,2,2,-1
9745480,1,1,-1
9705000,1,1,-1
2698688,1,1,-1
5562657.69896,2,2,-1
10649400,1,1,-1
5562657.69896,1,1,-1
10712000,2,1,-1
287856,1,1,-1
10527440,2,1,-1
8965520,1,1,-1
9865800,1,1,-1
2275720,1,1,-1
10613400,1,2,-1
5562657.69896,2,1,-1
3024776,1,1,-1
5562657.69896,2,1,-1
6312160,1,1,-1
6580680,1,2,-1
8171240,1,1,-1
9359640,1,2,-1
7869240,1,2,-1
5562657.69896,1,1,-1
10353280,1,1,-1
3283196,1,1,-1
10898520,2,2,-1
5562657.69896,1,1,-1
1602128,1,1,-1
10399640,1,2,-1
5562657.69896,2,2,-1
6846480,1,2,-1
1271668,1,1,-1
7784840,1,2,-1
7994680,1,1,-1
10489800,1,1,-1
10297880,1,1,-1
9308920,1,2,-1
5562657.69896,1,1,-1
5562657.69896,1,1,-1
10184000,2,1.4655,-1
10338240,1,1,-1
9417200,1,2,-1
10643640,1,2,-1
5562657.69896,1,1,-1
95192,1,1,-1
523680,1,1,-1
10189120,1,1,-1
10278920,1,1,-1
9992800,1,1,-1
567792,1,1,-1
5562657.69896,2,2,-1
365672,1,1,-1
348980,1,1,-1
5562657.69896,1,1,-1
9449440,2,1,-1
3909296,1,2,-1
7207840,1,2,-1
10467080,2,2,-1
915124,1,1,-1
5562657.69896,2,2,-1
10595240,2,2,-1
9526920,1,2,-1
10461560,1,2,-1
8497200,2,1,-1
5562657.69896,1,2,-1
1810052,1,2,-1
1493272,1,2,-1
10619360,1,2,-1
10742920,1,1,-1
7689840,2,2,-1
93684,1,2,-1
3383684,1,2,-1
530736,1,1,-1
7263200,1,2,-1
937920,1,1,-1
9655280,1,1,-1
2682288,1,1,-1
10275240,2,2,-1
667080,1,1,-1
932808,1,2,-1
10143960,1,1,-1
9691160,2,2,-1
5129520,1,2,-1
5562657.69896,2,2,-1
5562657.69896,2,1,-1
313660,1,1,-1
10492440,1,1,-1
1221792,1,1,-1
5562657.69896,2,1,-1
272176,1,1,-1
9029080,1,2,-1
10491880,1,1,-1
10197720,1,1,-1
801844,1,1,-1
5562657.69896,2,1,-1
387156,1,2,-1
4238400,1,1,-1
9952880,1,2,-1
5562657.69896,1,2,-1
10550920,1,2,-1
9868320,1,1,-1
1297228,1,2,-1
460804,1,1,-1
10704840,1,2,-1
7404640,1,1,-1
636772,1,2,-1
10703520,2,1,-1
5562657.69896,1,1,-1
223668,1,1,-1
5562657.69896,1,1,-1
5562657.69896,1,1,-1
10600080,1,2,-1
5562657.69896,2,2,-1
5562657.69896,2,2,-1
10465360,1,1,-1
251860,1,1,-1
73368,1,2,-1
8373000,1,2,-1
355476,1,1,-1
1772780,1,1,-1
5562657.69896,1,1,-1
10390400,1,1,-1
9755760,1,1,-1
5562657.69896,2,2,-1
10243720,1,2,-1
5729800,1,2,-1
5389400,2,2,-1
10687040,1,2,-1
