@relation data
@attribute Var81 numeric
@attribute Var113 numeric
@attribute Var126 numeric
@attribute Var193 numeric
@attribute Var207 numeric
@attribute Var218 numeric
@attribute churn numeric
@data
98287.2,5628.16,-0.39968,38,10,2,-1
5565.54,-39185,-0.39968,38,10,2,-1
11554.44,-421164,4,38,10,2,-1
91685.018146058,-2233600,-20,38,10,1,-1
208624.8,90766.8,10,38,10,2,-1
179685,-94930.8,4,2,10,2,-1
111890.7,-301213.2,-0.39968,38,10,2,-1
31251,398612.8,-30,38,10,1,-1
230769.3,27486.16,4,38,10,1,-1
9529.71,28102.16,-0.39968,38,10,1,-1
1799.454,-1765.332,-0.39968,38,5,2,-1
75755.41,68032.4,-24,38,10,2,-1
148254.6,213143.2,4,2,10,2,-1
7031.34,-915276,4,2,10,1,-1
91685.018146058,-153278.608486739,-16,38,10,2,1
102744.3,47923.6,-0.39968,2,10,1,-1
91685.018146058,-1061904,-0.39968,7,8,1,-1
181501.2,-153278.608486739,4,38,10,2,1
230524.8,41796.4,-28,38,10,2,-1
204620.1,-180205.6,-0.39968,38,10,2,-1
119361.6,114641.2,-0.39968,2,10,2,-1
82385.7,-890636,-0.39968,2,10,2,-1
15815.82,-136312,62,2,10,1,-1
2547.612,-1259516,-22,38,9,1,-1
152636.7,180619.6,-26,38,5,2,-1
21638.1,-3928.144,-0.39968,2,6,2,-1
8205.75,-83934.4,28,7,5,2,-1
49692,90426,22,38,10,1,-1
2297.058,88392.4,-0.39968,2,5,1,-1
101067.6,-38363.84,-0.39968,2,5,2,-1
195969.6,368638,4,2,10,1,-1
236316.9,-78593.6,-0.39968,38,10,2,1
20868.78,-154196.8,-4,38,10,1,-1
193816.2,185500.4,6,38,10,2,-1
156358.5,49012.4,-12,38,6,1,-1
218655.6,-271465.2,4,38,6,2,1
7770.15,7448.44,-0.39968,38,6,1,-1
55579.5,-1885320,-18,38,10,2,-1
119606.7,167460.4,-22,2,10,2,-1
3680.01,36895.28,14,38,10,2,-1
19387.56,153095.6,-0.39968,36,5,2,-1
224790.3,178920.4,-2,38,10,2,-1
5687.34,47752.4,-0.39968,2,10,2,-1
160183.8,94568,16,38,10,2,-1
153099.6,99767.6,4,38,5,1,-1
5522.37,-254158.4,-30,38,10,1,-1
9832.199,17111.84,32,2,11,1,-1
91685.018146058,228847.2,4,38,6,1,-1
3665.01,25159.44,-30,29,11,1,-1
51967.5,46342,12,38,10,1,-1
8586.36,790.284,34,38,6,1,-1
227888.4,-11885.72,-22,2,10,2,-1
91685.018146058,-414072,-16,38,10,1,-1
7752.78,-7516.28,44,38,10,2,-1
91685.018146058,-1871836,4,38,10,2,-1
245165.4,151429.6,-0.39968,38,10,2,-1
161684.7,81736.8,-0.39968,38,10,2,-1
91685.018146058,-1004688,-14,38,9,1,-1
3290.52,-2227.856,10,2,10,1,1
231949.8,-86544.4,-16,32,5,2,-1
36349.8,-421352,-26,7,5,2,-1
91685.018146058,-676284,-28,38,10,1,-1
91685.018146058,-754700,-20,38,10,1,-1
4851.81,22187.56,-0.39968,38,7,1,-1
107813.1,32359.28,-0.39968,38,10,2,-1
105120.6,20206.44,-20,2,10,1,-1
5585.64,-18018.72,-0.39968,2,11,1,-1
91685.018146058,-153278.608486739,20,2,11,1,-1
12440.76,21056,-0.39968,2,10,1,-1
16853.07,50493.2,36,7,11,2,1
6296.19,32483.84,-0.39968,2,10,2,-1
126735.9,131255.6,4,38,10,2,-1
7688.07,-39971,26,38,10,1,-1
18594,-361349.6,-0.39968,2,10,2,-1
202876.2,188784.8,-30,2,10,2,-1
223840.2,33683,34,38,10,2,-1
7756.8,-7469.72,-0.39968,38,6,2,-1
228340.8,210080,-20,2,10,2,-1
9228,40475.2,-0.39968,38,10,2,-1
70813.2,334058,-0.39968,38,10,2,-1
72587.41,-164701.2,-26,38,10,2,-1
34375.8,303078,4,38,6,1,-1
6382.26,-1404076,-26,38,10,1,-1
223200.9,226057.2,-0.39968,38,10,2,-1
12605.01,105349.6,32,7,8,2,-1
214403.1,-741236,-0.39968,32,5,1,1
217219.2,63502.4,-30,2,10,2,-1
170360.4,142707.2,-26,38,6,2,-1
5156.94,-1773596,-20,2,6,1,-1
17984.88,44485.6,-26,38,9,1,-1
206674.8,-9595.56,-0.39968,38,10,1,-1
1843.767,37316,28,38,10,2,-1
161301.3,109976,-22,38,10,2,-1
672054,-354750.8,-24,38,10,2,-1
92687.09,123948,18,38,10,1,-1
98441.09,84377.6,-0.39968,16,5,1,-1
49365,-442360,-30,38,10,1,-1
91685.018146058,-58538,-18,38,10,1,-1
161752.2,7695.84,-32,38,10,2,-1
218459.1,107368.4,-0.39968,38,10,1,-1
150528.3,26737.84,4,38,10,1,-1
91685.018146058,-4342720,-20,38,10,2,-1
91685.018146058,-4291160,-30,38,6,1.4655,-1
211691.4,82956.4,42,2,5,2,-1
57478.2,-210940,-0.39968,32,3,2,-1
91685.018146058,-2769452,-18,38,6,1,-1
7164.66,28024.72,-0.39968,38,9,1,-1
36901.8,-287466.8,-0.39968,38,10,1,-1
25331.1,-10900.28,-0.39968,38,5,1,-1
219532.5,74321.2,4,38,10,1,-1
91685.018146058,409352,-18,38,10,1,-1
194397.9,124404,4,38,10,2,-1
22692.03,192362.8,4,38,10,2,-1
12586.74,27172.84,-0.39968,38,10,2,-1
126015.9,463780,-0.39968,38,10,1,1
41299.2,98917.6,4,38,9,2,-1
10743.69,-126420.4,-0.39968,38,6,1,-1
9592.26,-90176,50,2,10,2,-1
91685.018146058,-4074720,-20,38,10,1,-1
69295.8,-37826.72,-28,38,10,1,-1
172574.4,119199.2,-22,2,10,2,-1
2131.02,-5940.56,-0.39968,38,10,1,-1
213450.6,170953.2,-22,38,10,2,-1
20408.07,333346,10,38,10,2,-1
229595.4,101467.6,4,38,10,1,-1
3357.15,6241,-0.39968,7,5,2,-1
19191.3,11914.44,-0.39968,2,10,1,-1
91685.018146058,-534804,-22,38,10,2,-1
174484.5,224461.6,-26,7,5,1,-1
44482.8,101732,4,38,5,2,-1
121881.9,390822.4,56,2,10,2,-1
209227.5,80056,-0.39968,38,10,2,-1
206658.9,163312,-0.39968,2,10,1,-1
110897.1,1198940,4,44,5,1,-1
377511,50620,-28,38,10,1,-1
39018.3,-796936,62,7,5,2,-1
188647.5,374684.4,4,2,10,2,-1
160656.6,365591.6,-0.39968,38,10,2,-1
186379.2,390071.6,-24,38,10,2,-1
67348.5,62240.4,-18,38,10,2,-1
61319.7,56602,26,2,10,2,-1
197786.4,75058,-12,38,10,2,-1
37982.7,-368280.8,-22,2,10,2,-1
12642.63,22140.44,30,38,10,1,-1
91685.018146058,-524112,-16,38,6,1,-1
161690.1,-542480,-12,38,10,2,-1
93002.41,111511.2,20,38,9,1,-1
61792.8,207363.6,-0.39968,38,10,1,-1
41541.3,148993.6,-30,38,10,2,-1
224130.3,195968.4,-0.39968,38,10,1,-1
8533.561,68091.2,32,38,10,2,-1
33983.1,389608,-24,7,11,1,-1
208811.1,180113.6,-30,13,9,2,-1
91685.018146058,-55338,-0.39968,38,10,1,-1
177138,-2164.284,6,38,10,1,-1
3480.81,-25590,58,38,6,2,-1
14820.51,30615.28,32,38,10,1.4655,1
266914.8,-377218.8,-0.39968,2,10,2,-1
164494.5,121860,-0.39968,2,11,1,-1
11274.27,68150,4,38,10,1,-1
84324.59,984708,-30,2,10,1,-1
60119.4,68431.6,6,38,10,1,-1
129195.6,113184,34,38,10,1,-1
1882.107,11429.72,-0.39968,2,11,1,-1
2478.888,1138.284,-0.39968,38,10,2,-1
186878.7,138480.8,-0.39968,2,10,2,-1
90442.2,170977.6,4,2,10,1,-1
2974.026,-6633.24,48,38,10,1,-1
1384356,476364,-10,38,10,2,-1
26248.71,648488,4,38,10,1,-1
67017.3,-366753.2,34,38,10,1,-1
100567.5,198262.4,4,38,10,1,-1
3531.99,136180.4,-30,2,10,1,-1
46036.8,-59465.6,-30,38,10,2,-1
10112.1,-1945184,-18,38,10,2,-1
1357.869,22586.44,-0.39968,2,11,2,-1
207250.2,72363.2,-0.39968,38,10,2,-1
91685.018146058,-736108,-2,38,10,2,-1
47455.8,67442,-2,38,10,2,-1
45790.5,63490,8,2,5,2,-1
14958.39,20630,42,38,10,1,-1
14065.8,54211.2,36,38,10,1,-1
20541.96,-275831.2,28,38,5,1,-1
8350.89,-1350072,-22,2,10,2,-1
220680,114156.4,4,13,9,2,-1
230495.4,119027.2,4,13,9,1,-1
91685.018146058,418860,-20,38,10,2,-1
2926.35,-12093.44,-30,38,10,2,-1
2378.448,-13194.28,-0.39968,7,5,2,-1
3470.67,-1335608,-22,38,10,1,-1
5295.12,1490.488,-0.39968,2,10,2,-1
184816.5,116412.8,-20,38,6,1,-1
91685.018146058,-1563672,-18,38,10,2,-1
206352.3,67744.8,-0.39968,38,10,2,-1
9923.939,187744,-30,38,10,1,-1
44593.8,65182.4,-20,38,6,1,-1
12114.78,349487.2,-0.39968,2,5,2,-1
38301.9,205640,-0.39968,38,10,2,-1
4187.07,-1305592,-22,38,10,2,-1
22418.04,-492756,-14,38,10,2,-1
175669.5,114124.8,4,2,10,1,-1
228344.1,207210.4,-22,38,10,2,-1
177437.4,164878,-0.39968,11,5,1,-1
32323.8,-7791.84,4,38,10,1,-1
58505.4,-1104444,-22,2,10,2,-1
4216.56,20803,4,38,10,2,-1
214421.7,129512,4,38,10,2,-1
1894.413,-15617,-0.39968,2,10,2,1
91685.018146058,-1058164,4,38,10,1,-1
71583.91,28386.84,8,2,5,1,-1
8673.061,-174817.2,-0.39968,38,10,1.4655,-1
134131.8,122672.8,4,38,10,2,1
223878.9,112685.6,10,38,10,2,-1
55856.7,-490032,-0.39968,38,6,1,1
9287.04,-48299.2,4,38,10,2,1
15335.01,67319.6,22,18,8,2,-1
21585.51,-94398.4,16,38,10,1,-1
3283.56,3480.856,26,16,5,1,-1
282067.2,-306705.6,-26,38,10,2,-1
112778.4,176358,-0.39968,38,10,1.4655,-1
174910.8,131358.4,-22,38,10,2,-1
148670.7,114980,-30,7,5,2,-1
27533.01,-27194.28,-0.39968,38,10,1,-1
191825.7,-59673.6,16,38,10,2,1
205899.6,278022.4,4,2,11,1,-1
6384.24,-26393.44,8,38,10,1,-1
117413.4,-11695.16,-0.39968,14,8,1,-1
112835.7,31327.16,26,38,10,1,1
34963.5,388126.8,12,38,10,1,-1
40339.5,-474776,-26,2,10,2,-1
91685.018146058,-1897188,-28,38,10,2,-1
37714.2,213336,-0.39968,38,9,1,-1
7100.64,150109.6,-30,38,10,1,-1
24435.72,-100516.8,42,2,11,1,-1
224794.2,297382.4,-24,38,10,1,-1
21524.01,10593.56,4,38,10,2,-1
91685.018146058,-2847056,-0.39968,38,10,1,-1
157745.1,141576,10,38,10,2,1
4381.89,101731.2,4,38,9,2,-1
48763.8,-186690,-6,38,10,1,-1
5090.97,-1318.856,28,38,10,1,-1
220532.4,-240643.6,46,2,10,2,-1
215816.7,128878,-26,38,10,2,-1
91685.018146058,-2254048,4,38,10,1,-1
137025,169537.2,-0.39968,16,5,1,-1
207490.5,101779.2,4,38,10,2,-1
14949.21,-971080,4,38,10,2,-1
49756.2,-578844,34,38,10,2,-1
251224.8,477364,-0.39968,38,10,2,-1
19761.96,60004,-30,38,10,2,-1
6744.12,32228,40,38,10,1,-1
204405.6,168661.2,-28,38,10,2,-1
91685.018146058,-789816,-20,38,10,2,-1
45016.2,223293.6,42,26,5,1,-1
235058.4,100054,-0.39968,38,10,2,-1
166746.9,-145261.2,20,38,10,2,-1
113289.6,66980.8,38,38,10,2,-1
4884.99,-14496.28,36,38,10,1,-1
212133,-141162.4,-28,38,10,1,-1
9443.82,-10432.84,-0.39968,2,10,1,-1
66206.41,212512,-26,38,10,1,-1
91685.018146058,-1903284,-18,38,10,2,-1
219201.9,387145.2,4,38,10,2,-1
318771,254666.4,-22,38,10,1,-1
17657.07,41502,-0.39968,38,10,2,-1
229929.9,-470236,-30,7,5,2,-1
62041.5,139723.6,10,38,9,2,-1
2810.355,25003.56,4,38,10,1,-1
31689,62018.4,10,38,10,1,-1
102838.2,-667384,-0.39968,2,10,2,-1
91685.018146058,-1036856,-16,38,10,1,-1
91685.018146058,-1460728,-14,38,10,2,-1
4551.06,28352.4,14,38,10,1,-1
206887.2,-175904.4,-0.39968,38,10,2,-1
42647.7,-1353608,-18,38,6,1,-1
146858.1,107107.6,-0.39968,11,5,1,-1
11765.64,-143288.4,-0.39968,2,5,1,-1
2504.37,-1668572,-20,2,10,2,-1
98376,-76890.4,-0.39968,2,10,2,-1
2684.358,111.1428,30,2,10,1,-1
137097,417116,4,38,6,1,1
47230.8,116052.4,-0.39968,38,10,1,1
251739,123155.6,4,38,10,1,-1
196778.4,140349.2,22,38,10,1,1
11550.9,16197.44,24,38,10,1,-1
91685.018146058,1209600,-30,38,6,2,-1
5116.59,-75523.6,-0.39968,38,10,2,-1
15297.84,162438,-24,38,9,2,-1
19123.44,-55834.8,-30,38,10,2,-1
222055.8,72354.8,-20,2,10,1,-1
1717.452,-15313.28,-0.39968,38,6,2,-1
42285,227776,-18,2,10,2,-1
207343.5,392671.6,-24,2,6,2,-1
91685.018146058,-450848,-16,38,10,2,-1
192694.2,-85183.6,40,2,10,1,-1
200407.8,179104.8,4,26,5,1,-1
201025.8,69275.2,-0.39968,2,10,2,-1
91685.018146058,-956096,-18,38,10,1,-1
237738,92936,-22,2,10,2,-1
46785,252604.4,4,38,10,1,1
103933.2,-65988.4,-0.39968,38,10,2,-1
5890.92,586312,34,38,10,1,-1
249136.2,158149.2,4,38,10,2,-1
111662.4,96565.2,4,38,5,1,-1
91685.018146058,-641964,4,38,6,2,-1
57862.2,626716,26,2,5,1,-1
6059.97,5010480,-0.39968,38,10,2,1
3750.36,-153278.608486739,34,38,10,2,-1
192255.9,-197345.2,-20,38,10,2,-1
1189.863,3527.716,-0.39968,2,10,2,-1
217060.2,99843.6,-26,2,5,2,-1
102208.2,180163.6,-0.39968,26,5,1,-1
112387.8,-84693.6,4,38,10,1,-1
9252.57,1389.284,24,2,5,2,-1
20535.84,86649.6,-0.39968,2,10,2,-1
91685.018146058,-1298276,-20,38,10,1,-1
5686.29,98539.2,4,38,10,2,1
120096.9,-72358,4,2,11,1,-1
208290.9,388794.8,-24,2,10,2,-1
51027.3,-682980,-10,38,10,1,-1
93401.7,1229440,-6,2,11,1,-1
10082.91,-9523.84,-0.39968,2,10,1,-1
778080,62740,4,38,6,1,-1
10659.57,357850.4,24,38,10,1,-1
138995.4,-762412,-20,7,5,1,-1
1913.781,15880.84,-0.39968,38,10,1,-1
198979.8,-13364.44,-0.39968,38,10,2,1
3746.97,-995564,-24,26,5,1,-1
1533.063,-250571.2,4,7,8,1,-1
207711.3,115882,-0.39968,38,10,1,-1
221990.7,125050,14,7,5,2,-1
45513,147598.4,24,2,10,1,-1
4648.17,-135893.6,28,38,10,2,-1
18349.74,-80.8572,32,2,5,2,-1
8853.689,43330.4,58,1,5,2,-1
223312.8,120606.4,10,38,10,2,-1
26982.66,153801.6,-0.39968,7,5,1,-1
4192.17,-4889.28,-0.39968,38,10,2,-1
171799.2,982.284,-0.39968,38,10,1,-1
210435.3,388027.6,-20,38,10,1,-1
4835.19,-195940.4,4,2,5,2,-1
32634.3,137087.2,-0.39968,38,10,1,-1
166029.6,347190.8,-0.39968,2,10,2,-1
226956.9,169010,-28,38,10,2,-1
61101.6,-333406,-0.39968,38,10,2,-1
2154.678,4893.44,-0.39968,38,10,2,-1
3062.67,-1360676,-18,38,10,2,-1
6890.31,-1636164,-24,38,10,2,-1
91685.018146058,-642824,-22,38,10,1,-1
55751.7,84580,18,38,10,1,-1
9378.03,-1527144,-22,38,10,2,-1
173515.8,696000,-10,38,10,1,1
152672.7,177379.6,-10,38,10,2,-1
167385.6,121389.6,-24,38,10,1,-1
231969,-13026,-0.39968,42,5,2,-1
50256.9,239043.6,4,38,10,2,-1
91685.018146058,-1031300,-18,38,10,1,-1
218993.4,85372.4,4,38,10,2,1
14813.58,-361773.2,-0.39968,38,10,2,-1
91685.018146058,-790712,-14,38,10,2,-1
25361.4,296718.4,-0.39968,38,10,1,1
203373.9,105461.2,24,38,10,2,-1
41622.6,40530,-0.39968,2,10,2,-1
23198.85,-45306,48,38,10,1,-1
190159.2,113462.4,4,38,10,1,-1
91685.018146058,-846796,4,38,10,1,-1
13633.23,-272920,8,38,10,2,-1
69186.3,856616,-0.39968,38,5,1,-1
91685.018146058,-509760,-14,38,10,2,-1
5841.57,-294.7144,4,2,10,1,-1
7301.61,-1166412,-22,38,10,1,-1
91685.018146058,-1794500,-18,38,10,2,-1
91685.018146058,10494.8,4,13,9,2,-1
4659.3,176822.8,4,38,10,1,-1
4496.88,-197811.2,4,14,8,1,-1
91685.018146058,-512328,-14,38,5,2,-1
36750,26242.84,4,38,10,2,-1
12912.54,182772.4,32,38,10,2,-1
130449.9,203825.2,-0.39968,38,10,2,-1
32545.8,-355051.6,-26,38,10,1,-1
13858.05,-161519.6,-0.39968,38,10,1,-1
5030.34,46008.4,50,26,5,2,-1
20662.44,-68874.8,-0.39968,2,10,2,-1
22774.08,23557.28,-0.39968,2,11,1,-1
299927.4,-103275.6,-22,38,10,2,-1
17562.06,71172.4,28,38,10,1,-1
309903,-8785.16,4,38,10,1,-1
221152.8,261571.6,-26,38,10,2,1
154290.3,1110568,6,38,10,2,-1
4593.33,-148159.2,-0.39968,32,5,1,-1
108102.9,83695.6,4,2,11,1,-1
199840.2,448064,-0.39968,38,9,1,-1
53342.1,-352198.4,36,38,9,1,-1
91685.018146058,-1163444,4,38,10,1,-1
10731,-1334896,-28,38,6,1,-1
17051.52,-96737.6,-30,38,6,1,-1
13469.61,132780,10,38,10,2,-1
91685.018146058,-1308236,-18,38,8,1,-1
18280.5,236979.2,8,38,10,1,-1
64127.7,226162.8,-0.39968,38,10,1,-1
10276.89,-270286.4,-30,2,11,1,-1
91685.018146058,-286589.2,-14,38,10,2,-1
11418,-44812.4,28,38,10,2,-1
91685.018146058,-446648,-18,38,10,1,-1
91685.018146058,715308,-14,38,6,1,-1
189699.3,128095.6,-28,38,10,1,-1
196791.6,618632,34,38,9,1,-1
895233,119704.8,4,38,10,1,-1
48351.3,178474,-30,38,10,2,-1
91685.018146058,-153278.608486739,4,38,10,2,-1
30447,-46759.6,4,38,10,2,-1
244136.1,-9149.72,4,38,10,1,-1
35465.4,-290609.2,-0.39968,38,10,1,-1
91685.018146058,-1498208,-20,38,10,2,-1
24455.37,-800656,-18,2,5,1,-1
150723,117414,-30,38,10,1,-1
91685.018146058,-355304,-18,38,10,2,-1
180212.7,127838.4,-0.39968,2,3,1,-1
91685.018146058,237935.2,-14,38,10,2,1
91685.018146058,-3130556,-20,38,10,2,-1
91685.018146058,-430292,-28,38,10,1,-1
12800.28,-134424.8,-30,38,10,2,-1
147693.3,123983.6,-0.39968,38,10,1,-1
91685.018146058,-1049192,-18,38,10,1,-1
7304.19,18235.32,-0.39968,2,10,2,-1
26390.43,72817.6,56,2,10,2,-1
235042.8,56560.8,-26,38,10,1,-1
32478,-415468,-26,38,6,1,1
128109.3,665404,-26,38,10,2,-1
27536.58,-208682.4,4,38,10,1,-1
205292.4,182342.8,-0.39968,38,10,1,-1
110841.6,165287.6,-0.39968,38,10,1,-1
6870.75,-83476.4,-20,38,10,1,-1
24552.57,154522.4,34,2,10,1,-1
13902.57,-63707.2,34,38,10,2,1
91685.018146058,-785016,-22,38,10,2,-1
318573,180866.4,4,38,10,2,1
113766.3,-599060,4,38,10,2,-1
31034.7,361419.6,-0.39968,38,9,2,-1
51956.1,522076,22,38,10,1,-1
130696.5,127444.4,-30,38,10,2,1
228237.6,114529.2,-26,38,5,1,-1
91685.018146058,-153278.608486739,-0.39968,38,10,1,-1
57407.4,-60630.8,12,38,10,2,-1
222992.7,107199.2,4,38,10,1,-1
359316,-396999.6,-10,38,10,2,1
75807.59,134057.6,-0.39968,38,10,2,-1
17451,-327948,58,2,10,2,-1
91685.018146058,-898236,4,38,10,2,1
220523.7,154228,-24,38,5,1,-1
2356.2,-2860000,-22,14,8,1,-1
91685.018146058,-530192,-14,38,10,2,1
174959.7,403876,-0.39968,38,10,1,-1
48161.7,-70.2856,-0.39968,38,9,1,-1
92809.2,94121.2,-0.39968,7,8,1,-1
11088.78,30843.72,-30,38,10,2,-1
130504.2,-285606.4,4,38,10,2,-1
7709.76,33434.56,34,7,8,1,-1
21483.12,32896.72,-0.39968,38,10,2,-1
472773,115825.6,-18,38,10,1,-1
88952.41,168821.6,-0.39968,38,10,1,-1
171180,90006.8,4,38,10,1,-1
88419.91,-186900,4,2,11,1,-1
72922.5,121470.4,4,38,5,2,-1
6629.85,-71694,-30,44,5,2,-1
58329.3,57386.4,-0.39968,2,10,2,-1
91685.018146058,-736420,-18,38,10,1,-1
229582.5,408572,12,38,10,1,-1
163375.5,136160.8,-30,38,6,1,-1
123440.7,94253.2,-0.39968,38,10,2,1
68880.3,339919.6,-0.39968,38,10,1,-1
49560.3,-2043880,-30,16,5,2,-1
142209.9,325362.4,-0.39968,16,5,1.4655,-1
213427.5,1098776,32,37,5,2,-1
16852.38,60335.2,4,38,10,1,-1
185334.6,216381.6,8,38,10,1,-1
215383.2,137843.2,-30,38,10,2,-1
56304,-1198772,32,38,5,1,-1
1041.75,-107,42,38,10,2,-1
91685.018146058,-1491188,-18,38,10,1,-1
44301.6,167754.4,14,38,10,2,1
26779.26,2198.144,-0.39968,38,10,2,-1
4410.12,-14966,4,38,10,1,-1
176575.8,-785100,-30,38,6,1,-1
17873.76,-80882.4,-0.39968,38,5,2,1
12247.2,39028,-0.39968,2,5,1,-1
16163.22,214930.8,-26,38,10,2,-1
4513.29,13988.16,-30,38,10,2,1
603441,128455.6,-0.39968,38,10,1,-1
203548.5,97282.4,-28,38,10,1.4655,-1
185638.8,178114,-0.39968,38,10,2,-1
219353.4,149459.6,-26,38,10,2,-1
48065.4,108554.8,-0.39968,38,10,2,-1
133656,28110.16,-24,38,6,1,-1
36024,-249415.6,-0.39968,14,8,2,-1
203635.8,-515692,-22,38,10,2,-1
193433.7,153935.6,8,38,10,1,-1
163706.7,315779.2,14,38,10,1,-1
207778.8,189097.6,-18,2,10,2,-1
4757.64,13728.44,4,45,6,1,-1
9500.699,-386819.2,-20,38,10,1,-1
102037.8,181539.2,-8,38,10,2,-1
309096,144188.4,4,7,8,1,-1
6616.14,5736.8,4,2,5,2,1
189279,52304.4,4,38,10,1,-1
192059.7,111761.6,4,38,10,1,-1
56568,-12072,28,38,5,2,-1
222306.9,206160.8,-0.39968,38,10,1,1
3970.05,-1683396,-18,38,5,2,-1
21946.38,-917100,-22,2,5,2,-1
3245.52,9386.72,44,2,10,2,-1
18494.79,-53429.6,-0.39968,2,10,1,-1
8199.42,58194,-0.39968,38,10,2,1
13947.69,-756984,-30,7,10,1,-1
125276.1,107476,-0.39968,38,10,1,-1
35899.2,-90858.4,-0.39968,38,10,1,-1
24941.16,166111.2,-0.39968,38,10,1,-1
186156,184330.8,-0.39968,38,5,1,-1
13158.54,17243.44,4,38,10,1,-1
4486.8,46666,-28,38,6,1,-1
91685.018146058,-983932,-26,38,10,1,-1
50281.2,-601260,-0.39968,38,10,1,-1
229841.7,62818.4,14,38,10,1,-1
156049.5,241766,-28,38,10,1,-1
52640.1,210974.4,-22,38,10,1,-1
11232.6,-1702840,-0.39968,38,10,1,-1
186634.2,-154776,-0.39968,38,5,1,-1
205355.1,157981.2,-0.39968,38,10,2,1
59553.3,-247462,42,38,10,1,-1
119910,-1346840,12,38,10,1,-1
8367.87,-1891968,4,38,10,1,-1
10213.17,-1254120,-30,38,10,1,-1
5616.27,19071.44,4,38,10,1,-1
24012.24,-662552,4,38,10,2,-1
372057,75532.4,-8,38,10,2,-1
60711.6,307416.8,-0.39968,2,5,1,-1
102145.2,-548872,30,38,10,2,-1
66182.41,-34360,-0.39968,2,10,1,-1
29383.71,146510.4,-0.39968,38,10,2,-1
53570.1,-1099.144,56,2,10,2,-1
19417.86,92986.4,32,38,10,2,-1
214709.4,159836.8,34,29,5,1,-1
19052.49,46692,-28,2,10,1,-1
188051.7,327017.2,66,38,10,2,-1
9652.89,27063,8,38,10,1,-1
91685.018146058,1649.144,4,38,10,1,-1
114718.8,133694.8,-28,42,5,1,-1
24820.23,113039.2,-0.39968,38,10,1,1
22511.28,-268372.8,-30,16,5,1,-1
177040.2,39748.72,-0.39968,38,10,1,-1
91685.018146058,-1296448,-16,38,10,2,-1
39017.7,104707.6,28,38,10,2,-1
16110.66,-57084.8,-0.39968,38,10,1,-1
75491.41,285769.6,-28,38,10,2,-1
91685.018146058,44750.8,-30,38,10,2,-1
7246.56,457.284,22,38,10,1,-1
7735.95,171867.6,30,38,6,2,-1
91685.018146058,-1045676,-26,38,10,1,-1
91685.018146058,-2260104,-18,38,10,2,-1
215913,112075.6,-8,38,10,2,-1
6549.72,34808.72,-10,38,10,1,-1
289726.2,-245266,-8,38,10,2,1
49269,310679.2,-0.39968,38,9,2,-1
91685.018146058,-84003.2,4,38,10,2,-1
174804.3,352026.8,-0.39968,38,6,2,-1
9643.83,-755780,6,7,9,1,-1
224461.5,-153278.608486739,4,38,10,2,-1
213545.1,1272656,-0.39968,38,6,1,1
20334.72,340098,-0.39968,2,10,1,-1
91685.018146058,-182810,4,38,10,1,-1
46123.5,221357.2,-0.39968,4,5,1,-1
19786.71,151959.6,4,38,10,1,-1
196583.4,-108461.2,4,38,10,2,-1
138833.7,-336214,-28,2,10,2,-1
33178.8,-455860,-26,38,6,1,-1
2567.616,-2124604,-20,37,5,1,-1
207215.7,245825.2,4,38,6,1,-1
50941.8,336291.6,4,38,10,2,-1
396600,-116105.6,-0.39968,38,10,1,-1
32602.2,475228,-30,38,6,1,-1
220827,124905.2,4,38,10,2,-1
73503.3,-799436,-18,38,10,2,-1
91685.018146058,-4120480,-20,38,10,1,-1
216794.7,743720,40,38,10,1,-1
157351.5,266145.2,-28,45,6,1,-1
163144.8,153973.6,4,2,10,1,-1
3895.44,-28726.44,4,38,10,2,-1
28094.61,288521.2,4,38,10,2,-1
126036,142151.2,34,38,10,2,-1
135734.7,95290.4,-26,38,10,1,-1
163237.5,111462.4,8,25,10,2,-1
91685.018146058,-2857348,-0.39968,38,10,1,-1
132570.9,70328.8,16,38,10,2,-1
56933.7,-281251.2,4,7,8,1,-1
4914.3,-27044.44,-30,38,6,1,-1
121961.4,288584,-28,38,9,1,-1
26522.07,325365.2,60,2,5,1,-1
91685.018146058,-1174460,-18,38,10,2,-1
9079.5,33208,22,38,5,1,-1
25203.87,-163569.2,-0.39968,2,10,1,-1
13408.98,-4666,-28,38,10,1,-1
91685.018146058,-2077920,-18,38,6,1,-1
2923.665,38380,-0.39968,38,5,2,-1
132656.7,180459.2,8,38,10,1,1
171301.2,-25987.44,22,38,10,1,-1
231510.3,438464,-24,38,10,2,-1
91685.018146058,-129211.2,-0.39968,38,10,1,-1
6617.64,16210.56,4,38,6,1,-1
53657.1,141030,-22,38,10,1,-1
184568.4,-222114,-20,38,10,2,-1
211940.4,161580.8,-28,38,10,2,-1
184223.4,122848.8,-0.39968,38,10,1,-1
7273.26,-7684.16,-0.39968,7,5,2,-1
7526.94,-182292,-16,38,6,1,-1
223268.1,93979.2,-28,2,5,1,-1
40160.7,90298.4,4,38,10,1,-1
45114.9,-1347600,-16,38,10,2,-1
162848.1,211072,-8,38,10,2,1
3162.57,-434.4,4,7,11,1,-1
3670.08,-1964880,-20,2,5,1,-1
229388.4,44992.4,-6,38,10,1,-1
20331.6,-1360032,-20,38,10,1,-1
5241.09,-952160,-22,38,10,2,-1
152795.7,-263736,12,38,10,2,-1
91685.018146058,-446360,-14,38,10,2,-1
207019.5,628452,4,38,6,1,-1
