@relation data
@attribute Var3 numeric
@attribute Var24 numeric
@attribute Var62 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var147 numeric
@attribute Var210 numeric
@attribute Var214 numeric
@attribute Var216 numeric
@attribute Var217 numeric
@attribute Var219 numeric
@attribute Var223 numeric
@attribute Var229 numeric
@attribute upselling numeric
@data
10.5474,2,0.05688,232,-1126720,0.0506,6,3821,1035,12636,12,3,2,-1
10.5474,3.85608,0.05688,114,-2019504,0.0506,6,3765.55442,560,2510,12,3,0.6312,-1
10.5474,8,0.05688,132,-869968,0.0506,6,76,1746,584,12,3,1,-1
10.5474,6,0.05688,42,255448.4,0.0506,6,3765.55442,1270,6403,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,134,-177449.6,0.0506,6,6339,135,1199,10.97706,2.60132,0.6312,-1
10.5474,6,0.05688,138,148892,0.0506,6,9080,1845,7885,12,3,1,-1
10.5474,6,0.05688,42,6246.56,0.0506,6,3765.55442,1632,5559,12,3,0.6312,-1
10.5474,2,0.05688,24,813576,0.0506,4,3765.55442,687,13716,12,3,0.6312,-1
10.5474,8,0.05688,82,-1478120,0.0506,6,3765.55442,866,1592,18,3,1,-1
10.5474,6,0.05688,40,-142865.6,0.0506,6,3765.55442,1077,9765,12,3,0.6312,1
10.5474,4,0.05688,122,231073.6,0.0506,6,11404,1696,12126,12,3,1,-1
10.5474,6,0.05688,88,-765892,0.0506,6,10069,409,390,12,3,2,-1
10.5474,2,0.05688,62,-14250.44,0.0506,6,7718,1542,3111,12,3,2,-1
10.5474,2,0.05688,116,-1022.428,0.0506,6,7853,1348,11368,12,3,2,-1
10.5474,6,0.05688,52,15503.16,0.0506,6,1410,1545,11875,12,3,1,-1
10.5474,3.85608,0.05688,30,-26165,0.0506,6,3765.55442,996,8674,12,3,0.6312,-1
10.5474,12,0.05688,136,58884.4,0.0506,6,6316,1845,11332,21,3,1,1
10.5474,3.85608,18,4,-1048520,0.0506,6,3765.55442,241,6838,21,3,0.6312,-1
10.5474,3.85608,0.05688,32,177054.8,0.0506,6,3765.55442,1077,5958,12,3,0.6312,-1
10.5474,3.85608,0.05688,8,-351262.8,0.0506,6,3765.55442,263,9563,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,12,-26613.16,0.0506,6,3765.55442,146,13274,12,3,0.6312,-1
10.5474,3.85608,0.05688,12,-509076,0.0506,6,3765.55442,996,7597,12,3,0.6312,-1
10.5474,3.85608,0.05688,8,-889532,0.0506,6,3765.55442,1928,11907,12,3,0.6312,-1
10.5474,2,0.05688,12,-471860,0.0506,6,3765.55442,1016,8334,12,3,0.6312,-1
10.5474,2,0.05688,26,-810992,0.0506,6,3765.55442,996,7016,12,3,0.6312,-1
10.5474,3.85608,0.05688,10,-1678072,0.0506,6,3765.55442,240,2846,12,3,0.6312,-1
10.5474,3.85608,0.05688,100,59390.4,0.0506,6,3765.55442,305,303,12,3,1,-1
10.5474,2,0.05688,42,1450940,0.0506,6,3765.55442,253,4494,12,2,0.6312,-1
10.5474,3.85608,0.05688,50,-289970.8,0.0506,6,3765.55442,1540,1357,9,3,0.6312,-1
10.5474,3.85608,0.05688,18,185400,0.0506,6,3765.55442,1073,8624,12,3,0.6312,-1
10.5474,3.85608,0.05688,22,194279.6,0.0506,6,3765.55442,1884,4960,12,3,0.6312,-1
10.5474,3.85608,0.05688,86,134839.6,0.0506,6,3928,768,13538,12,3,2,-1
10.5474,2,0.05688,78,71299.2,0.0506,6,9487,1073,7106,12,4,2,-1
10.5474,10,0.05688,28,30037.72,0.0506,6,3765.55442,1073,13417,9,3,0.6312,-1
10.5474,3.85608,0.05688,28,119313.6,0.0506,6,3765.55442,1016,9076,10.97706,2.60132,0.6312,-1
10.5474,4,0.05688,196,-91015.2,0.0506,4,10727,1038,336,12,3,2,-1
10.5474,4,0.05688,42,-450144,0.0506,6,3765.55442,1073,4585,10.97706,2.60132,0.6312,1
10.5474,3.85608,0.05688,16,298065.6,0.0506,6,3765.55442,1603,11743,12,3,0.6312,1
10.5474,3.85608,0.05688,34,-153278.608486739,0.0506,6,3765.55442,996,6670,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,78,143976,0.0506,4,1739,78,1940,12,2,2,-1
10.5474,3.85608,0.05688,14,359016.4,0.0506,6,3765.55442,1270,6798,12,3,0.6312,-1
10.5474,2,0.05688,110,27527.16,0.0506,6,2393,305,4714,12,3,2,-1
10.5474,22,0.05688,26,-86676,0.0506,6,3765.55442,1191,11228,12,2,0.6312,-1
10.5474,3.85608,0.05688,20,336351.2,0.0506,6,3765.55442,1270,6403,12,3,0.6312,-1
10.5474,2,0.05688,82,439768,0.0506,6,1611,78,2324,12,4,2,-1
10.5474,8,0.05688,30,509980,0.0506,6,3765.55442,1713,708,12,3,0.6312,-1
10.5474,8,0.05688,60,37949.16,0.0506,6,5738,1540,13237,12,2,1,-1
10.5474,2,0.05688,42,203906,0.0506,6,3765.55442,1077,5708,10.97706,2.60132,0.6312,-1
10.5474,4,0.05688,154,-533780,0.0506,6,48,1845,5721,9,3,2,-1
10.5474,3.85608,0.05688,76,171196.4,0.0506,1,3765.55442,1943,2524,12,2,2,-1
10.5474,2,0.05688,58,111775.6,0.0506,6,2043,653,6890,5,2,2,-1
10.5474,2,0.05688,30,192667.6,0.0506,6,3765.55442,1928,2775,12,3,0.6312,-1
10.5474,2,0.05688,54,9024.56,0.0506,6,851,1077,13950,12,3,0.6312,-1
10.5474,2,0.05688,114,94996.8,0.0506,6,8877,305,1563,12,3,0.6312,-1
10.5474,3.85608,0.05688,80,14331.44,0.0506,6,14749,1077,789,12,3,0.6312,-1
10.5474,3.85608,0.05688,28,-303039.2,0.0506,6,3765.55442,1191,2933,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,4,-3565124,0.0506,6,3765.55442,996,515,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,6,9412,0.0506,6,3765.55442,1073,13667,12,3,0.6312,-1
10.5474,3.85608,0.05688,102,4572.72,0.0506,6,3090,1632,208,12,3,2,1
10.5474,8,0.05688,190,23838.56,0.0506,6,13364,1037,10677,12,3,1,1
10.5474,3.85608,0.05688,74,-733952,0.0506,6,12872,305,11414,12,3,2,-1
10.5474,4,0.05688,144,94009.2,0.0506,6,3907,305,9174,19,2,1,-1
10.5474,3.85608,0.05688,78,-60614,0.0506,6,12653,78,2271,12,4,1,-1
10.5474,3.85608,0.05688,6,-1545576,0.0506,6,3765.55442,173,12787,12,3,0.6312,-1
10.5474,12,0.05688,58,-7540.28,0.0506,6,5585,1542,9919,19,3,1,-1
10.5474,3.85608,0.05688,6,-2212264,0.0506,6,3765.55442,241,227,12,3,0.6312,-1
10.5474,3.85608,0.05688,22,-151.1428,0.0506,6,3765.55442,1270,1358,19,3,0.6312,-1
10.5474,3.85608,0.05688,36,203638.8,0.0506,6,3765.55442,1077,1874,12,3,0.6312,-1
10.5474,8,0.05688,128,-1589452,0.0506,6,4708,1297,1138,12,3,2,-1
10.5474,10,0.05688,180,631112,0.0506,6,12641,34,6893,12,3,2,-1
10.5474,16,0.05688,150,-1351040,0.0506,6,8031,1845,4892,12,3,2,-1
10.5474,6,0.05688,170,215416.4,0.0506,6,15313,1845,6757,10.97706,2.60132,2,-1
10.5474,30,0.05688,106,10479.56,0.0506,6,7584,772,3080,12,3,2,-1
10.5474,2,0.05688,14,255514.8,0.0506,6,3765.55442,1073,5354,19,3,0.6312,-1
10.5474,3.85608,0.05688,36,248753.2,0.0506,6,3765.55442,1266,4436,12,3,0.6312,-1
10.5474,3.85608,0.05688,116,-1248636,0.0506,6,13805,1696,379,12,2,1,1
10.5474,4,0.05688,64,-892212,0.0506,6,12253,1845,515,12,3,1,-1
10.5474,3.85608,0.05688,10,-640584,2,6,3765.55442,996,11123,12,3,0.6312,-1
10.5474,3.85608,0.05688,42,83111.2,0.0506,2,3765.55442,996,8022,12,3,0.6312,-1
10.5474,2,0.05688,82,33355,0.0506,6,1102,1085,1037,12,3,1,-1
10.5474,4,0.05688,14,306278,0.0506,6,3765.55442,1270,11835,12,3,0.6312,-1
10.5474,6,0.05688,16,-520612,0.0506,6,3765.55442,1073,11286,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-836540,0.0506,6,3765.55442,217,4658,12,3,0.6312,-1
10.5474,3.85608,0.05688,10,-73919.6,0.0506,6,3765.55442,240,5678,19,3,0.6312,-1
10.5474,3.85608,0.05688,236,177998.4,0.0506,6,1432,1977,11203,12,2,0.6312,-1
10.5474,3.85608,0.05688,58,104299.2,0.0506,6,3745,1545,13386,12,3,2,-1
10.5474,2,0.05688,148,-759504,0.0506,6,13132,1352,4289,12,3,2,-1
10.5474,3.85608,0.05688,54,-243421.2,0.0506,6,2995,1077,150,12,3,2,-1
10.5474,3.85608,0.05688,6,-2947912,0.0506,6,3765.55442,154,4577,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,130,-1771132,0.0506,6,3765.55442,135,2047,12,3,0.6312,-1
10.5474,12,0.05688,132,-335797.2,0.0506,6,14845,560,7971,18,3,2,-1
10.5474,4,0.05688,58,96214.8,0.0506,6,11653,1542,2864,19,3,2,-1
10.5474,14,0.05688,200,-112154.8,0.0506,6,5076,107,7949,12,3,1,-1
369,3.85608,0.05688,6,-624100,0.0506,6,3765.55442,173,1589,12,3,0.6312,-1
10.5474,6,0.05688,84,-199049.2,0.0506,6,5430,305,10824,12,2,0.6312,1
10.5474,3.85608,0.05688,6,-286436,0.0506,6,3765.55442,830,7273,12,3,0.6312,1
10.5474,6,0.05688,116,-467480,0.0506,6,9322,1339,6927,12,3,2,-1
10.5474,4,0.05688,96,306246.4,0.0506,6,1888,135,13579,12,2,1,-1
10.5474,3.85608,0.05688,6,-2401444,0.0506,6,3765.55442,1270,12674,12,3,0.6312,-1
10.5474,3.85608,0.05688,10,-779836,4,6,3765.55442,1087,10100,12,3,0.6312,-1
10.5474,3.85608,0.05688,34,118206.8,0.0506,6,3765.55442,1743,12681,12,2,0.6312,-1
10.5474,2,0.05688,122,128300.4,0.0506,6,1321,78,6100,12,4,1,-1
10.5474,3.85608,0.05688,30,42323.2,0.0506,6,3765.55442,1077,9064,12,3,0.6312,-1
10.5474,2,0.05688,14,-117366.4,0.0506,6,3765.55442,1087,12780,12,3,0.6312,-1
10.5474,3.85608,0.05688,60,84268,0.0506,6,8895,821,7424,12,3,2,-1
10.5474,3.85608,0.05688,158,-1383596,0.0506,6,6891,1845,312,12,3,1,-1
10.5474,3.85608,0.05688,44,136640.8,0.0506,6,3765.55442,1073,4384,10.97706,2.60132,0.6312,-1
10.5474,4,0.05688,90,124653.6,0.0506,6,3859,1077,8433,12,3,2,-1
10.5474,3.85608,0.05688,12,-508812,0.0506,6,3765.55442,1054,938,10.97706,2.60132,0.6312,-1
10.5474,16,0.05688,120,-82446.8,0.0506,6,7972,216,11951,12,3,1,-1
10.5474,3.85608,0.05688,8,-242785.2,0.0506,6,3765.55442,1054,5598,12,3,0.6312,-1
10.5474,3.85608,0.05688,128,-2644968,0.0506,6,10733,560,1563,12,3,0.6312,-1
10.5474,3.85608,0.05688,32,225457.6,0.0506,6,3765.55442,449,2238,12,3,0.6312,-1
10.5474,3.85608,0.05688,14,-694456,0.0506,6,3765.55442,1713,6245,12,3,0.6312,-1
10.5474,3.85608,0.05688,40,-79812.4,0.0506,6,3765.55442,216,13056,12,3,0.6312,-1
10.5474,3.85608,0.05688,140,-33057,0.0506,6,471,1845,8050,12,3,1,1
10.5474,2,0.05688,18,157642.4,0.0506,6,3765.55442,240,9076,12,3,0.6312,-1
10.5474,4,0.05688,140,153149.2,0.0506,6,9010,560,1549,12,3,2,-1
10.5474,2,0.05688,134,597680,0.0506,6,1228,78,2,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,812944,0.0506,6,3765.55442,1054,5598,12,3,0.6312,-1
10.5474,3.85608,0.05688,14,18726.72,0.0506,6,3765.55442,1073,3607,12,3,0.6312,-1
10.5474,3.85608,0.05688,50,26551.84,0.0506,6,7498,1540,8576,12,2,1,-1
10.5474,3.85608,0.05688,60,-323416.8,0.0506,6,11717,821,10929,12,3,2,-1
10.5474,8,0.05688,166,-315979.6,0.0506,6,2726,1845,347,12,3,2,1
10.5474,6,0.05688,30,-24044,0.0506,6,3765.55442,1077,13089,9,3,0.6312,-1
10.5474,4,0.05688,172,-24104.44,0.0506,6,13868,1845,281,12,3,2,1
10.5474,3.85608,0.05688,74,188384.4,0.0506,6,151,1845,9563,12,3,1,-1
10.5474,2,0.05688,204,67822.4,0.0506,6,11458,1036,4558,12,2,1,-1
10.5474,2,0.05688,114,535164,0.0506,6,12401,1845,6232,12,3,0.6312,-1
10.5474,3.85608,0.05688,48,33901.16,0.0506,6,464,169,4318,12,4,2,-1
10.5474,2,0.05688,22,137281.6,0.0506,6,3765.55442,240,2111,12,3,0.6312,-1
10.5474,3.85608,0.05688,26,77264,0.0506,6,3765.55442,1077,9985,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,56,-52881.6,0.0506,6,15056,253,1603,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,182,121987.2,0.0506,6,309,513,7665,18,3,1,-1
10.5474,3.85608,0.05688,8,-958312,0.0506,6,3765.55442,217,12079,12,3,0.6312,-1
10.5474,3.85608,0.05688,4,-1811400,0.0506,6,3765.55442,241,6033,12,3,0.6312,-1
10.5474,4,0.05688,70,155820.8,0.0506,6,5962,1073,4299,12,3,2,-1
10.5474,3.85608,0.05688,6,-1674372,0.0506,6,3765.55442,996,5320,12,3,0.6312,-1
10.5474,3.85608,0.05688,172,471044,0.0506,6,550,538,5598,12,3,1,-1
10.5474,3.85608,0.05688,96,-228791.6,0.0506,6,4022,305,12173,12,3,1,-1
10.5474,4,0.05688,40,760820,0.0506,6,3765.55442,247,2880,21,3,0.6312,-1
10.5474,6,0.05688,158,6534.72,0.0506,6,271,27,12569,12,3,0.6312,-1
10.5474,3.85608,0.05688,18,200494,0.0506,6,3765.55442,217,2714,19,3,0.6312,-1
10.5474,8,0.05688,180,-42802.8,0.0506,6,3411,338,10990,12,3,2,-1
10.5474,8,0.05688,168,125116,0.0506,6,9525,538,7725,12,3,1,-1
10.5474,3.85608,0.05688,56,126048,0.0506,6,9362,1073,7639,21,3,1,-1
10.5474,3.85608,0.05688,80,-754036,0.0506,6,9778,305,3062,12,3,1,-1
10.5474,100,0.05688,126,384866,0.0506,6,11256,305,2258,17,2,1,-1
10.5474,6,0.05688,188,157051.6,0.0506,6,10301,884,2355,12,3,1,-1
10.5474,3.85608,0.05688,12,360860.4,0.0506,6,3765.55442,240,3599,12,3,0.6312,-1
10.5474,3.85608,0.05688,12,-1704944,0.0506,6,3765.55442,1424,9626,10.97706,2.60132,0.6312,-1
10.5474,10,0.05688,30,100805.6,0.0506,6,3765.55442,1077,7915,12,3,0.6312,-1
10.5474,2,0.05688,56,58970,0.0506,6,3215,821,11091,12,3,0.6312,-1
10.5474,8,0.05688,130,-91898,0.0506,6,12074,956,13285,12,3,1,-1
10.5474,3.85608,0.05688,36,-110998.4,0.0506,6,3765.55442,996,7580,12,2,0.6312,-1
10.5474,16,0.05688,116,-26122.28,0.0506,6,122,1696,5355,12,3,0.6312,-1
10.5474,3.85608,0.05688,38,274673.6,0.0506,6,3765.55442,1928,3592,12,2,0.6312,-1
10.5474,2,0.05688,142,-1904.856,0.0506,6,1653,1836,3398,12,3,2,-1
10.5474,3.85608,0.05688,42,152192.4,0.0506,6,3765.55442,348,1199,12,2,0.6312,-1
10.5474,3.85608,0.05688,10,-3871732,0.0506,6,3765.55442,240,1589,21,3,0.6312,-1
10.5474,3.85608,0.05688,16,311882.8,0.0506,6,3765.55442,1178,2943,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-644164,0.0506,6,3765.55442,230,4005,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,102,92226.4,0.0506,6,3957,758,5598,12,4,1,-1
10.5474,3.85608,0.05688,78,265316.4,0.0506,6,13093,78,2931,12,2,2,-1
10.5474,3.85608,0.05688,18,-428256,0.0506,6,3765.55442,1928,1488,12,3,0.6312,1
10.5474,3.85608,0.05688,32,51151.2,0.0506,6,3765.55442,640,147,12,2,0.6312,-1
10.5474,4,0.05688,32,90365.6,0.0506,6,3765.55442,1586,76,12,3,0.6312,-1
10.5474,3.85608,0.05688,30,771412,0.0506,6,3765.55442,1016,5721,12,3,0.6312,-1
10.5474,4,0.05688,14,-81937.2,0.0506,6,3765.55442,1073,4049,12,3,0.6312,-1
10.5474,3.85608,0.05688,18,-3056520,0.0506,6,3765.55442,240,5598,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,12,-817204,0.0506,6,3765.55442,996,5999,12,3,0.6312,-1
10.5474,3.85608,0.05688,16,-81853.6,0.0506,6,3765.55442,1073,5832,12,3,0.6312,-1
10.5474,3.85608,0.05688,22,-140517.6,0.0506,6,3765.55442,1073,5050,12,2,0.6312,-1
10.5474,4,0.05688,30,-1096060,0.0506,6,3765.55442,1077,11897,12,3,0.6312,1
10.5474,3.85608,0.05688,22,155382.4,0.0506,6,3765.55442,240,1408,12,3,0.6312,-1
10.5474,2,0.05688,30,3029088,0.0506,6,3765.55442,1127,5580,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,18,430380,0.0506,6,3765.55442,1073,10842,12,3,0.6312,-1
10.5474,3.85608,0.05688,114,-865504,0.0506,6,10445,1845,12993,12,3,1,-1
10.5474,6,0.05688,170,-147479.6,0.0506,6,8981,1306,11028,12,3,2,-1
10.5474,3.85608,0.05688,52,163776.4,0.0506,6,1555,821,8705,12,3,2,-1
10.5474,6,0.05688,126,-1405,0.0506,6,8123,1845,3560,12,3,1,-1
10.5474,3.85608,0.05688,142,-1207036,0.0506,6,7579,1845,5112,9,3,2,-1
10.5474,3.85608,0.05688,62,63603.2,0.0506,6,9077,1077,9878,12,3,1,-1
10.5474,3.85608,0.05688,58,-178878,0.0506,6,1013,495,5567,12,3,1,-1
10.5474,8,0.05688,24,27804.44,0.0506,6,3765.55442,1178,6449,12,3,0.6312,-1
10.5474,3.85608,0.05688,28,837216,0.0506,6,3765.55442,1077,13256,12,3,0.6312,-1
10.5474,3.85608,0.05688,28,336717.2,0.0506,6,3765.55442,1077,7851,12,3,0.6312,-1
10.5474,6,0.05688,64,66578,0.0506,6,5974,1077,2708,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-1055832,0.0506,6,3765.55442,173,4678,12,3,0.6312,-1
10.5474,3.85608,0.05688,8,213529.2,0.0506,6,3765.55442,173,11718,12,3,0.6312,-1
10.5474,2,0.05688,52,54942,0.0506,6,4407,805,13294,12,3,0.6312,-1
10.5474,2,0.05688,62,94865.6,0.0506,6,8605,1077,6807.2223,12,3,0.6312,-1
10.5474,3.85608,0.05688,6,-2481520,0.0506,6,3765.55442,217,8963,21,3,0.6312,-1
10.5474,3.85608,0.05688,172,9627,0.0506,6,9853,38,3286,5,2,0.6312,-1
10.5474,4,0.05688,14,293413.2,0.0506,6,3765.55442,996,11414,12,3,0.6312,1
10.5474,4,0.05688,130,42249.6,0.0506,6,8143,148,10026,21,3,1,-1
10.5474,6,0.05688,64,-76047.2,0.0506,6,8859,207,8371,12,3,2,1
10.5474,3.85608,0.05688,72,144249.2,0.0506,4,1740,1122,7152,12,2,0.6312,-1
10.5474,3.85608,0.05688,172,109000,0.0506,6,13642,34,2524,12,3,1,-1
10.5474,3.85608,0.05688,8,952100,0.0506,6,3765.55442,173,1816,12,3,0.6312,-1
10.5474,3.85608,0.05688,22,-368238,0.0506,6,3765.55442,1233,5603,12,3,0.6312,-1
10.5474,3.85608,0.05688,58,210264,0.0506,6,3598,1542,7000,12,4,1,-1
10.5474,8,0.05688,52,185390,0.0506,6,6186,1077,3208,12,3,1,-1
10.5474,4,0.05688,32,317321.2,0.0506,6,3765.55442,1266,3975,21,3,0.6312,-1
10.5474,3.85608,0.05688,74,115746.4,0.0506,6,5176,1348,10021,12,3,2,-1
10.5474,2,0.05688,154,1023.716,0.0506,6,13540,70,4434,9,3,1,-1
10.5474,3.85608,0.05688,54,259457.6,0.0506,6,465,1077,6232,12,3,0.6312,-1
10.5474,10,0.05688,110,23365.56,0.0506,6,6677,1819,3314,12,3,1,-1
10.5474,3.85608,0.05688,154,159319.6,0.0506,6,14381,538,13717,10.97706,2.60132,1,1
10.5474,3.85608,0.05688,30,199288,0.0506,3,3765.55442,694,3429,22,1,0.6312,-1
10.5474,6,0.05688,18,109926.4,0.0506,6,3765.55442,1016,13702,12,3,0.6312,-1
10.5474,3.85608,0.05688,12,-867628,0.0506,6,3765.55442,1087,12283,12,3,0.6312,-1
10.5474,3.85608,0.05688,112,-697508,0.0506,6,4861,984,272,12,3,2,-1
10.5474,3.85608,0.05688,42,163988.8,0.0506,6,3765.55442,78,444,12,3,0.6312,-1
10.5474,3.85608,0.05688,130,169007.6,0.0506,3,13438,1424,6149,17,4,1,-1
10.5474,3.85608,0.05688,8,-1338096,0.0506,6,3765.55442,1154,11823,12,3,0.6312,-1
10.5474,2,0.05688,80,95384.4,0.0506,6,6794,2000,6497,12,3,0.6312,-1
10.5474,4,0.05688,146,170995.2,0.0506,6,10304,538,5113,12,3,1,-1
10.5474,3.85608,0.05688,154,10338.72,0.0506,6,1723,1643,5906,12,3,1,-1
10.5474,6,0.05688,48,-283589.6,0.0506,6,5429,1073,3128,12,3,2,-1
10.5474,3.85608,0.05688,64,75308.4,0.0506,6,10082,1616,3440,12,4,1,-1
10.5474,12,0.05688,62,32119,0.0506,6,8675,1540,7665,12,3,1,-1
10.5474,3.85608,0.05688,148,-1940488,0.0506,6,8523,1819,5150,9,3,2,-1
10.5474,3.85608,0.05688,20,-153278.608486739,0.0506,5,3765.55442,240,1161,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,58,126252.8,0.0506,6,11400,309,12085,10.97706,2.60132,1,-1
10.5474,3.85608,0.05688,76,70136,0.0506,6,3765.55442,1077,1425,12,3,2,1
10.5474,4,0.05688,170,43497.6,0.0506,6,9896,1845,6587,12,3,1,-1
10.5474,8,0.05688,80,119345.6,0.0506,6,6940,1077,7873,12,3,2,-1
10.5474,2,0.05688,118,174155.6,0.0506,6,3930,78,4134,12,3,0.6312,-1
10.5474,2,0.05688,30,97174.4,0.0506,6,3765.55442,1266,10203,12,3,0.6312,-1
10.5474,2,0.05688,28,-105246.8,0.0506,6,3765.55442,721,1257,10.97706,2.60132,0.6312,-1
10.5474,4,0.05688,32,56214.4,0.0506,6,3765.55442,1016,4283,12,3,0.6312,-1
10.5474,4,0.05688,180,-387325.2,0.0506,6,4204,34,5392,12,3,1,-1
10.5474,2,0.05688,36,-143337.2,0.0506,6,3765.55442,1077,4874,12,3,0.6312,-1
10.5474,3.85608,0.05688,50,-8913.56,0.0506,6,3765.55442,821,9656,12,3,0.6312,-1
10.5474,3.85608,0.05688,58,-519276,0.0506,6,14839,1077,2837,12,3,2,-1
10.5474,3.85608,0.05688,136,186382.4,0.0506,6,3765.55442,305,8718,12,4,2,-1
10.5474,3.85608,0.05688,12,-634672,0.0506,6,3765.55442,1087,12439,12,3,0.6312,-1
10.5474,3.85608,0.05688,58,272982.8,0.0506,6,11312,1757,10116,12,3,2,-1
10.5474,2,0.05688,56,275911.6,0.0506,6,8246,821,3021,12,2,0.6312,-1
10.5474,3.85608,0.05688,8,-2218536,0.0506,6,3765.55442,240,1219,10.97706,2.60132,0.6312,-1
10.5474,2,0.05688,18,-72437.6,0.0506,6,3765.55442,1073,1323,12,3,0.6312,-1
10.5474,12,0.05688,16,-366049.6,0.0506,6,3765.55442,1603,4494,12,3,0.6312,-1
10.5474,3.85608,0.05688,104,64286,0.0506,6,6059,305,8955,19,3,1,-1
10.5474,4,0.05688,12,27695.16,0.0506,6,3765.55442,1073,4494,12,3,0.6312,-1
10.5474,2,0.05688,24,-36009.44,0.0506,6,3765.55442,1928,3087,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,172,82248,0.0506,6,15020,1845,4978,9,3,0.6312,-1
10.5474,4,0.05688,60,173615.6,0.0506,6,9623,1077,2588,12,4,1,-1
10.5474,3.85608,0.05688,4,-1999460,0.0506,6,3765.55442,1054,8784,12,3,0.6312,-1
10.5474,2,0.05688,56,78097.6,0.0506,6,1631,1077,2554,12,2,2,-1
10.5474,4,0.05688,18,-122846.4,0.0506,6,3765.55442,1073,5713,12,3,0.6312,-1
10.5474,14,0.05688,28,802736,0.0506,6,3765.55442,996,9316,12,3,0.6312,-1
10.5474,8,0.05688,88,151297.2,0.0506,6,6921,1845,2351,12,3,1,-1
10.5474,8,0.05688,184,54261.2,0.0506,6,14205,884,6650,12,3,2,-1
10.5474,2,0.05688,64,267785.6,0.0506,6,3033,1077,3668,12,3,1,1
10.5474,4,0.05688,182,-1737272,0.0506,6,7800,884,2727,12,3,2,-1
10.5474,2,0.05688,44,171067.6,0.0506,6,3765.55442,1077,5050,12,3,0.6312,-1
10.5474,4,0.05688,132,1483772,0.0506,6,3163,305,6807.2223,12,2,1,-1
10.5474,2,0.05688,130,265580,0.0506,6,3622,1845,7551,12,3,1,-1
10.5474,38,0.05688,56,67180.4,0.0506,6,8806,1859,53,12,3,1,-1
10.5474,3.85608,0.05688,20,-1491280,0.0506,4,3765.55442,1511,10931,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,8,-875344,0.0506,6,3765.55442,1016,116,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,40,91479.2,0.0506,6,3765.55442,996,11346,12,3,0.6312,-1
10.5474,3.85608,0.05688,30,-46550.4,0.0506,6,3765.55442,1077,2728,12,3,0.6312,-1
10.5474,3.85608,0.05688,74,-153278.608486739,0.0506,6,4678,1077,13787,12,2,0.6312,-1
10.5474,18,0.05688,18,8964,0.0506,6,3765.55442,1016,4875,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,62,29329.16,0.0506,6,585,1079,5616,12,3,0.6312,-1
10.5474,6,0.05688,130,-88954.8,0.0506,4,8257,535,11210,5,2,1,-1
10.5474,10,0.05688,28,-334234,0.0506,6,3765.55442,996,13626,12,3,0.6312,-1
10.5474,6,0.05688,94,-226250.4,0.0506,4,1185,305,2069,12,3,1,-1
10.5474,4,0.05688,40,155690.8,0.0506,6,3765.55442,996,12700,12,3,0.6312,-1
10.5474,3.85608,0.05688,18,-153278.608486739,0.0506,6,3765.55442,1073,13156,12,3,0.6312,-1
10.5474,3.85608,0.05688,174,686496,0.0506,6,4632,1301,6941,5,2,1,1
10.5474,4,0.05688,34,436340,0.0506,6,3765.55442,1713,12370,12,3,0.6312,-1
10.5474,4,0.05688,32,645700,0.0506,6,3765.55442,996,11480,12,3,0.6312,-1
10.5474,14,0.05688,170,682,0.0506,3,2426,1333,3332,12,3,1,-1
10.5474,2,0.05688,20,206413.6,0.0506,6,3765.55442,1270,921,12,3,0.6312,-1
10.5474,2,0.05688,68,182978,0.0506,6,3765.55442,821,4043,12,3,2,-1
10.5474,8,0.05688,84,146376.8,0.0506,6,3765.55442,772,11203,10.97706,2.60132,2,-1
10.5474,2,0.05688,58,-1792088,0.0506,6,15043,1169,9365,12,3,2,-1
10.5474,3.85608,0.05688,14,-86217.2,0.0506,6,3765.55442,1073,6568,12,3,0.6312,-1
10.5474,3.85608,0.05688,8,-1759148,0.0506,6,3765.55442,241,12712,12,3,0.6312,-1
10.5474,3.85608,0.05688,102,37190.44,0.0506,6,14979,305,3420,12,3,2,-1
10.5474,4,0.05688,156,-1887332,0.0506,6,43,1845,2144,10.97706,2.60132,0.6312,-1
10.5474,3.85608,0.05688,6,-2887592,0.0506,6,3765.55442,240,6127,10.97706,2.60132,0.6312,-1
