@relation R_data_frame

@attribute Var126 numeric
@attribute Var218 {'',cJvF,UYBR}
@attribute Var229 {'',am7c,mj86,oJmt,sk2h}
@attribute Var74 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var81 numeric
@attribute Var193 {_7J0OGNN8s6gFzbM,2Knk1KF,2wnefc9ISdLjfQoAYBI,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,8kO9LslBGNXoLvWEuN6tPuN59TdYxfL9Sm6oU,9U2tunPAje3TwfLLUQxzM3dC1ghn,AERks4l,B2T7ZTgOX7xpBPBD28SLvVWgBkc13Sm0a3tk2,BrRu5UxtiQY9TTJ8ABKpfS,bYmQ4nc,ByQdnLRlFnny2k4AJzG,DH86UFkz9LK6My0ezUgZx96oI,e6CkoqApVR,eSGpMwS8zSGgq_trOpckZ5,Fveq5yuDUj6drSMiZO3mXe,g62hiBSaKg,gGvYE2F8JHtPlbzkGbl,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,hnq7pOcHWLojUTXc7HQutLwmffdy,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,IlTgyyFksv4BT,J71wxZB6Jn0CR82XoyV,JXVE,KjAW4rq3iyvu8XwKkyQ2_svIATjM3B5,LrdVolaSGUfkVeWC,LrdZy8QqgUfkVShG,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,msph93375qXRfw6hcMceRRIDdmHq8wn,ND3t9Yro9U,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,NRCqczK,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,OpDzzQJ,PomAbFU,QG5U1Qs9mF3805lxYz2cGPnrm,qqimvRzsp8ZZdKRPgzLg68joSn_k,rEUOq2QD1qfkRr6qpua,RO12,snf9xe6PBwBZ8lKzhEz,SrUWsbENd7prk,T9RM7fDFhhZjjBFsk5zptG,TW8dXluYzKpktZjuY8kSPBaZa,ues7INAmyjdS1vDd0YL9jU,vuPfq6YcbX,w9ygS99Qp_,wvnt2iBhAPeGqIKaFUxJc6ca3IYp,X1rJx42ksaRn3qcM,X2uI6IsGev,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto,z3s4Ji522ZB1FauqOOqbkl,zPhCMhkz9XiOF7LgT9VfJZ3yI}
@attribute Var207 {0MCPoln,15TtzZrRt2,5iay,6C53VA1kCv,7M47J5GA0pTYIFxg5uy,DHn_WUyBhW_whjA88g9bvA64_,EBKcR3s6B22tD6gC36gm6S,GjJ35utlTa_GNSvxxpb9ju,Kxdu,me75fM6ugJ,NKv3VA1BpP,o0ZZAVSQ32YuE,tMBVJkA0xJMEATvl4ht,wXfldy7}
@attribute churn {Change,Stay}
@attribute appetency {Change,Stay}
@attribute upselling {Change,Stay}

@data
-26,UYBR,'',7,124,-421352,36349.8,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,UYBR,mj86,7,52,152598.4,205516.2,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,mj86,420,168,134481.6,140709.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
26,cJvF,am7c,21,50,283594.4,203151.6,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,UYBR,'',63,40,-427948,156411.9,RO12,me75fM6ugJ,Change,Change,Stay
-28,UYBR,mj86,0,112,307719.2,172163.4,2Knk1KF,5iay,Change,Change,Change
-24,cJvF,'',329,58,518084,43760.4,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,6,-4497560,103084.052693,RO12,me75fM6ugJ,Change,Stay,Change
-20,cJvF,'',103.658127,10,-448832,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,21,78,-67639.6,7291.65,AERks4l,NKv3VA1BpP,Change,Change,Change
-22,cJvF,'',103.658127,8,-821948,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,10,4702.4,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,am7c,21,82,134057.6,75807.59,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',103.658127,8,-985284,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,mj86,0,132,861892,19354.65,RO12,Kxdu,Change,Change,Change
10,cJvF,'',0,36,46444.8,249053.1,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-18,cJvF,'',0,24,65982,25556.49,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,'',103.658127,10,-648300,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
38,cJvF,mj86,28,62,-506248,22848.27,RO12,me75fM6ugJ,Change,Change,Change
26,cJvF,am7c,0,50,-73773.2,9726.78,RO12,me75fM6ugJ,Change,Change,Change
28,UYBR,mj86,21,52,195409.2,47991,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-30,UYBR,am7c,0,52,158415.6,162355.5,RO12,me75fM6ugJ,Change,Change,Stay
-24,UYBR,mj86,28,110,-915152,31086.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-8,cJvF,'',28,132,5156,6212.1,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',103.658127,6,-1008552,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,mj86,133,106,46105.6,19313.19,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',1645,42,443304,163889.4,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,mj86,28,46,485196,227334.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',378,32,-760.428,7817.55,RO12,me75fM6ugJ,Change,Stay,Change
-30,cJvF,'',0,16,-32109.72,211363.2,ND3t9Yro9U,me75fM6ugJ,Change,Change,Change
-24,cJvF,'',0,22,198062.8,190472.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',14,108,103691.2,30305.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
6,cJvF,'',0,30,66296,7682.79,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,140,98,-93490.4,10059.9,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
26,UYBR,mj86,0,64,143492.8,130521.9,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-24,UYBR,am7c,644,52,-1474460,16784.46,RO12,me75fM6ugJ,Change,Change,Change
30,UYBR,'',21,110,-136388,9123.811,RO12,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
12,cJvF,mj86,0,62,-784324,26250.57,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,18,0,0,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,224,144,133610,134027.4,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',103.658127,10,-558808,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,134,-171467.6,121677.9,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,am7c,357,130,172532,200399.4,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,-46209.2,3977.46,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,am7c,70,122,128300.4,181279.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
20,cJvF,'',259,44,103066.4,213336.3,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,28,90,72261.6,17870.52,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,7,144,157728.4,76072.2,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',273,86,143495.6,150093,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
16,cJvF,'',133,40,132429.6,146990.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,94,-494168,189201.9,PomAbFU,Kxdu,Change,Change,Change
-0.55388,cJvF,'',245,102,-1533136,4472.07,RO12,me75fM6ugJ,Change,Stay,Change
-28,cJvF,'',231,112,-1793180,4632.9,eSGpMwS8zSGgq_trOpckZ5,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-0.55388,cJvF,mj86,0,52,-206416.8,30370.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,54,-35119.72,10313.13,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,am7c,0,146,130026,182942.7,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',103.658127,10,-1860044,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-4,UYBR,'',0,20,138659.6,183736.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,0,136,8397.84,20066.73,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,am7c,630,170,136928,213932.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,14,74,-20227.44,46349.4,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,am7c,0,54,16542.64,5745.06,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,24,244143.2,119728.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',28,148,-68394.8,5463.51,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',0,110,95734.4,170614.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,26,154084.4,223535.7,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,am7c,91,58,-1220352,12841.05,RO12,me75fM6ugJ,Change,Change,Change
26,UYBR,am7c,119,178,164074.8,94739.7,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,mj86,14,136,529600,8042.64,2Knk1KF,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',103.658127,10,-696564,103084.052693,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,cJvF,am7c,14,194,151285.2,102881.4,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',0,36,189288,40245,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,'',0,42,26944,9325.561,RO12,me75fM6ugJ,Stay,Change,Change
-30,'',am7c,175,82,73593.6,12360.24,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,mj86,84,50,103716.4,57540.6,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,0,60,-95106,54394.8,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,am7c,91,72,-323432,108531.9,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',103.658127,8,-1818688,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,238,140,-112802,152601.3,2Knk1KF,NKv3VA1BpP,Change,Change,Change
-18,UYBR,'',103.658127,6,-3118752,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,'',35,32,1583304,211263.3,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',56,38,-1464380,37036.8,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',103.658127,4,-3760904,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-26,cJvF,mj86,469,110,104004.4,118146,2Knk1KF,NKv3VA1BpP,Change,Change,Change
32,UYBR,mj86,0,56,93383.2,7637.37,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,am7c,0,94,-466924,73200.59,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,mj86,105,198,178710.4,46190.4,vuPfq6YcbX,7M47J5GA0pTYIFxg5uy,Change,Change,Change
48,cJvF,am7c,21,104,-102260,17346.03,RO12,me75fM6ugJ,Change,Change,Stay
-18,UYBR,'',103.658127,8,421696,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',0,14,24401.44,7857.24,AERks4l,Kxdu,Change,Change,Stay
-30,UYBR,'',7,40,183203.2,178503,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',49,42,151477.6,204047.1,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',98,38,-13050.72,203762.7,RO12,Kxdu,Change,Change,Change
-0.55388,cJvF,am7c,14,156,160000,35954.1,2Knk1KF,me75fM6ugJ,Change,Change,Change
-30,cJvF,mj86,0,60,-120331.2,198961.2,RO12,me75fM6ugJ,Change,Change,Stay
-20,cJvF,'',103.658127,4,-3915624,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,'',am7c,14,106,-117692.4,17730.72,RO12,me75fM6ugJ,Change,Change,Change
-8,cJvF,'',0,18,179908.4,221865.3,RO12,me75fM6ugJ,Stay,Change,Change
8,cJvF,'',7,32,1239712,12246.39,RO12,me75fM6ugJ,Change,Change,Change
40,UYBR,mj86,133,168,-194528.4,34664.1,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
32,UYBR,am7c,0,56,54153.6,39655.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,0,114,-609680,36520.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
10,cJvF,'',182,34,115004.8,81954.3,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,203,142,-21100.56,4635.57,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-0.55388,UYBR,mj86,378,132,130980,230274,2Knk1KF,me75fM6ugJ,Change,Change,Change
34,cJvF,mj86,21,58,307958.4,97334.41,RO12,me75fM6ugJ,Change,Change,Stay
16,cJvF,'',546,40,-431,65810.09,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',35,126,-72669.6,31204.2,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,GjJ35utlTa_GNSvxxpb9ju,Stay,Change,Change
-30,UYBR,mj86,0,100,-1788920,215475,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,122478,115038,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',14,34,-139746.4,130565.4,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,'',7,30,150095.6,226120.5,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,'',103.658127,32,258611.6,211355.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,322,112,32756,31636.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',224,34,50430.4,17126.76,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,UYBR,'',103.658127,10,-1273404,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,0,116,14377.16,39802.2,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-0.55388,'',mj86,35,112,-36956.28,6008.94,2Knk1KF,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',0,14,-86217.2,5221.86,RO12,me75fM6ugJ,Change,Change,Change
-26,cJvF,am7c,742,108,-905460,5802.84,2Knk1KF,me75fM6ugJ,Change,Change,Change
-18,UYBR,'',0,12,-449596,156484.2,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,am7c,7,84,213052.4,177134.4,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
-28,UYBR,am7c,77,84,13411.84,9006.84,RO12,Kxdu,Change,Change,Change
-0.55388,cJvF,'',21,36,189013.2,134692.8,RO12,me75fM6ugJ,Change,Change,Change
20,UYBR,'',91,46,650760,209697.3,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,mj86,0,58,-76956.8,21239.82,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,-209346.8,414339,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,am7c,133,122,-1801536,42274.5,2Knk1KF,me75fM6ugJ,Change,Stay,Change
-0.55388,cJvF,am7c,91,48,-111458,4572.51,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',0,14,90482.8,130227.6,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,14,120,249140,218289.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',103.658127,8,-1300976,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,am7c,406,104,157488,59951.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,21,114,-956888,53959.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,84,98,-162372.8,131831.1,RO12,me75fM6ugJ,Change,Change,Change
56,cJvF,mj86,98,114,68862.8,40474.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
-20,'','',0,22,141005.6,232887.9,RO12,DHn_WUyBhW_whjA88g9bvA64_,Stay,Change,Change
20,cJvF,mj86,917,150,-247502.4,106743.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,42,12632.28,2407.59,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,48,-215602.4,17680.44,RO12,me75fM6ugJ,Change,Change,Change
28,UYBR,am7c,504,76,-15802.72,3526.98,RO12,me75fM6ugJ,Change,Change,Change
6,UYBR,'',0,30,-1506852,27535.77,RO12,me75fM6ugJ,Stay,Change,Change
6,cJvF,mj86,301,174,279230.4,81913.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,54,-18715.6,3705.06,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-30,cJvF,'',0,36,123765.6,78685.2,RO12,me75fM6ugJ,Change,Change,Stay
12,cJvF,'',0,36,83308,139275.9,RO12,me75fM6ugJ,Change,Change,Change
-28,UYBR,'',7,50,412052,83439,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,-1041984,16807.98,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,20,16816.72,291879.9,RO12,me75fM6ugJ,Change,Change,Change
10,cJvF,'',14,34,62018.4,31689,RO12,me75fM6ugJ,Change,Change,Change
38,cJvF,am7c,483,168,125116,8276.699,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,mj86,0,136,103469.2,182896.8,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,am7c,602,180,121343.6,22594.83,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,24,-713,3623.88,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',42,150,129094,184242.9,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,am7c,1932,84,162118,183968.1,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,14,73947.6,506499,RO12,me75fM6ugJ,Change,Change,Change
-28,UYBR,'',7,40,-141587.2,204057.9,RO12,me75fM6ugJ,Change,Change,Change
-16,cJvF,'',103.658127,8,-907936,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,161,132,122060,178118.1,2Knk1KF,me75fM6ugJ,Change,Change,Change
58,UYBR,am7c,294,112,-138725.6,52869.6,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-10,cJvF,am7c,84,62,-123334,5324.13,RO12,me75fM6ugJ,Change,Change,Stay
20,cJvF,am7c,0,76,-1122868,7621.65,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,mj86,0,66,-48377.2,13482.69,RO12,me75fM6ugJ,Stay,Change,Change
32,UYBR,am7c,84,56,-29342,4981.29,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,4,-4752160,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-32,cJvF,am7c,35,166,251662.8,170215.5,2Knk1KF,me75fM6ugJ,Change,Change,Stay
-30,cJvF,'',0,48,-1014896,89622,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
4,cJvF,'',0,34,185600.8,204247.2,RO12,me75fM6ugJ,Change,Change,Change
8,cJvF,mj86,0,190,-29245.56,27581.01,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-18,cJvF,'',103.658127,8,1255604,103084.052693,e6CkoqApVR,Kxdu,Change,Change,Change
34,cJvF,mj86,14,82,-174407.2,20579.88,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
22,cJvF,'',0,46,123329.6,137115.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',14,30,969240,94318.2,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',103.658127,6,-480320,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
30,cJvF,am7c,0,54,-175864.4,8996.91,RO12,me75fM6ugJ,Change,Change,Change
-24,cJvF,am7c,14,62,152141.2,79609.5,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',0,20,-155851.6,248431.2,RO12,me75fM6ugJ,Change,Change,Change
10,UYBR,'',0,34,442260,27531.72,ues7INAmyjdS1vDd0YL9jU,7M47J5GA0pTYIFxg5uy,Change,Change,Change
12,'','',103.658127,42,0,73570.8,RO12,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
4,cJvF,'',0,16,-900252,69161.09,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,22,280614,27200.73,RO12,me75fM6ugJ,Change,Change,Change
16,UYBR,am7c,42,202,151406,156284.4,vuPfq6YcbX,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-8,'','',0,32,221189.2,178476,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',103.658127,6,-1378052,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,mj86,91,172,-735500,2452.395,RO12,me75fM6ugJ,Change,Change,Change
38,cJvF,am7c,0,62,33592.44,197746.2,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,mj86,0,130,-31056.16,127840.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,245,62,106044.4,79605.3,RO12,Kxdu,Change,Change,Change
14,UYBR,'',0,38,389437.6,229213.5,RO12,Kxdu,Change,Change,Change
-18,UYBR,'',84,144,72111.6,45721.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,72,286652,48168,zPhCMhkz9XiOF7LgT9VfJZ3yI,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
16,UYBR,'',7,40,119114.4,22314.75,RO12,me75fM6ugJ,Change,Change,Stay
44,'','',455,218,410284,41672.1,TW8dXluYzKpktZjuY8kSPBaZa,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',287,182,283365.6,219205.2,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
18,cJvF,'',294,44,-709908,3377.46,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,7,60,-5997.16,123884.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,0,140,51589.2,54225.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',103.658127,40,75120.4,203425.2,RO12,me75fM6ugJ,Stay,Change,Change
12,cJvF,'',0,38,33587,22118.7,RO12,me75fM6ugJ,Change,Change,Change
60,UYBR,mj86,504,170,152030,226920,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
18,cJvF,'',56,42,-381812,222127.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,105,126,-31252.16,4771.44,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-4,UYBR,'',0,20,104759.6,165914.1,RO12,Kxdu,Change,Change,Change
32,UYBR,mj86,0,56,103783.2,23784.09,RO12,me75fM6ugJ,Change,Change,Change
34,cJvF,am7c,42,58,80701.2,23977.8,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,'',mj86,259,80,-1653756,13582.71,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',0,36,658268,110487.9,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,mj86,7,84,-742996,11794.59,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-22,UYBR,am7c,63,86,-127305.2,21413.13,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,mj86,7,88,184578,89159.09,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,28,62252,211894.5,RO12,me75fM6ugJ,Change,Change,Change
24,cJvF,mj86,238,148,51124.4,2382.426,2Knk1KF,me75fM6ugJ,Change,Change,Change
-26,cJvF,mj86,0,124,70364,41257.2,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
8,UYBR,'',0,32,57029.6,48998.7,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,161083.6,191318.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,26,0,0,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',7,40,72811.6,169051.8,RO12,me75fM6ugJ,Change,Change,Change
30,UYBR,am7c,0,136,-30869.16,1488.873,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,18,-1454888,0,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,mj86,56,92,-146911.6,28547.64,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,42,-136678.4,989.979,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,58,-269033.6,1280.424,RO12,me75fM6ugJ,Change,Change,Change
-28,UYBR,oJmt,0,140,-607888,42111,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',103.658127,8,-1106288,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,mj86,28,92,-1334036,0,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
12,cJvF,'',7,38,8240.16,5839.62,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,119,112,-6062.72,220458.3,2Knk1KF,me75fM6ugJ,Change,Change,Stay
4,UYBR,'',0,12,-639088,148015.8,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,20,44898.4,115113.6,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,12,-1383664,103084.052693,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
12,UYBR,mj86,147,148,8041.16,2254.092,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,am7c,0,66,3929.716,2468.172,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,40,316883.6,79166.09,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',700,190,325786,185948.1,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,cJvF,am7c,0,46,216780,190937.7,RO12,me75fM6ugJ,Change,Change,Stay
6,UYBR,'',560,106,79044,157323,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,80,-92978,190497.9,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,77,130,45346.8,3575.52,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,7M47J5GA0pTYIFxg5uy,Change,Change,Change
