@relation R_data_frame

@attribute Var126 numeric
@attribute Var218 {'',cJvF,UYBR}
@attribute Var229 {'',am7c,mj86,oJmt,sk2h}
@attribute Var74 numeric
@attribute Var73 numeric
@attribute Var113 numeric
@attribute Var81 numeric
@attribute Var193 {_7J0OGNN8s6gFzbM,2Knk1KF,2wnefc9ISdLjfQoAYBI,5QKIjwyXr4MCZTEp7uAkS8PtBLcn,8kO9LslBGNXoLvWEuN6tPuN59TdYxfL9Sm6oU,9U2tunPAje3TwfLLUQxzM3dC1ghn,AERks4l,B2T7ZTgOX7xpBPBD28SLvVWgBkc13Sm0a3tk2,BrRu5UxtiQY9TTJ8ABKpfS,bYmQ4nc,ByQdnLRlFnny2k4AJzG,DH86UFkz9LK6My0ezUgZx96oI,e6CkoqApVR,eSGpMwS8zSGgq_trOpckZ5,Fveq5yuDUj6drSMiZO3mXe,g62hiBSaKg,gGvYE2F8JHtPlbzkGbl,GpoBynXzkxADI7bZBtqvX2IPV5t7o2QCPE,hnq7pOcHWLojUTXc7HQutLwmffdy,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,IlTgyyFksv4BT,J71wxZB6Jn0CR82XoyV,JXVE,KjAW4rq3iyvu8XwKkyQ2_svIATjM3B5,LrdVolaSGUfkVeWC,LrdZy8QqgUfkVShG,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,msph93375qXRfw6hcMceRRIDdmHq8wn,ND3t9Yro9U,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,NRCqczK,onTuEhrJJQy_H3IHkZku5AFczhYGqxJ890,OpDzzQJ,PomAbFU,QG5U1Qs9mF3805lxYz2cGPnrm,qqimvRzsp8ZZdKRPgzLg68joSn_k,rEUOq2QD1qfkRr6qpua,RO12,snf9xe6PBwBZ8lKzhEz,SrUWsbENd7prk,T9RM7fDFhhZjjBFsk5zptG,TW8dXluYzKpktZjuY8kSPBaZa,ues7INAmyjdS1vDd0YL9jU,vuPfq6YcbX,w9ygS99Qp_,wvnt2iBhAPeGqIKaFUxJc6ca3IYp,X1rJx42ksaRn3qcM,X2uI6IsGev,yaM_UXtlxCFW5NHTcftwou7BmXcP9VITdHAto,z3s4Ji522ZB1FauqOOqbkl,zPhCMhkz9XiOF7LgT9VfJZ3yI}
@attribute Var207 {0MCPoln,15TtzZrRt2,5iay,6C53VA1kCv,7M47J5GA0pTYIFxg5uy,DHn_WUyBhW_whjA88g9bvA64_,EBKcR3s6B22tD6gC36gm6S,GjJ35utlTa_GNSvxxpb9ju,Kxdu,me75fM6ugJ,NKv3VA1BpP,o0ZZAVSQ32YuE,tMBVJkA0xJMEATvl4ht,wXfldy7}
@attribute churn {Change,Stay}
@attribute appetency {Change,Stay}
@attribute upselling {Change,Stay}

@data
4,cJvF,'',103.658127,10,-1674088,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
24,cJvF,'',0,48,76128.8,219084,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,'',0,32,32549.28,31126.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,-27033.56,16630.8,RO12,me75fM6ugJ,Change,Change,Change
-4,cJvF,'',0,48,-135858,56646.3,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',103.658127,10,-789592,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,32,107056.4,93010.8,RO12,me75fM6ugJ,Change,Stay,Change
26,UYBR,mj86,42,74,156167.6,12025.68,RO12,me75fM6ugJ,Change,Change,Stay
-28,cJvF,am7c,14,54,-29711.56,77963.09,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,24,304093.6,14735.88,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',0,16,180326.4,75048.91,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,52,102366,9761.46,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',35,36,74342.4,208382.7,RO12,me75fM6ugJ,Stay,Change,Change
-22,cJvF,'',7,82,-989360,63726.3,RO12,me75fM6ugJ,Change,Change,Change
58,cJvF,mj86,308,82,146832,39232.5,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,18,195091.2,17242.35,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,am7c,357,170,61169.2,129369,2Knk1KF,me75fM6ugJ,Change,Change,Change
30,cJvF,mj86,336,54,-71219.6,2558.118,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',0,16,263935.6,273201.3,RO12,me75fM6ugJ,Change,Change,Change
32,UYBR,'',56,80,-16370.56,87175.2,RO12,me75fM6ugJ,Stay,Change,Change
4,UYBR,'',103.658127,10,-527284,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
24,UYBR,mj86,14,54,-247822.8,21210.66,RO12,Kxdu,Change,Change,Change
-10,UYBR,'',0,14,131774,162373.5,RO12,me75fM6ugJ,Change,Stay,Change
4,UYBR,'',0,148,357200,36495.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',14,38,128095.6,189699.3,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,'',0,12,-823984,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',103.658127,6,-1760856,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,518,170,116083.2,13420.29,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Change
12,'','',0,38,0,9655.5,RO12,me75fM6ugJ,Stay,Change,Change
40,cJvF,'',56,112,597928,37914.6,2Knk1KF,5iay,Stay,Change,Change
4,cJvF,'',0,12,-555716,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,36,141818.4,118639.2,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',103.658127,10,-454660,103084.052693,RO12,me75fM6ugJ,Change,Change,Stay
16,UYBR,'',0,40,-44892,7241.85,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',0,28,159537.2,91880.09,RO12,me75fM6ugJ,Change,Change,Change
-8,UYBR,'',0,16,961072,197691,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,4,-1969600,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,556180,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,130722,57621.9,RO12,me75fM6ugJ,Change,Change,Change
18,UYBR,'',210,42,122507.2,230045.4,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,am7c,322,104,7371.72,57670.5,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,28,5316.44,17235.69,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,am7c,63,158,120858.8,148386.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,28,-32534.84,137501.1,RO12,me75fM6ugJ,Change,Change,Change
36,cJvF,am7c,63,60,100484.8,181245.3,RO12,me75fM6ugJ,Change,Change,Stay
-30,UYBR,mj86,280,124,154812.8,188319.3,AERks4l,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',0,20,371950.8,164218.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,91,218,-129123.2,207793.2,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-24,cJvF,'',0,40,-893364,19394.37,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,mj86,28,104,-436680,29968.5,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,am7c,63,144,447892,197455.8,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,34,162578.4,229789.2,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,20,52742.8,18232.89,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',14,42,34229.84,195623.7,RO12,me75fM6ugJ,Change,Stay,Change
-18,UYBR,'',103.658127,8,-192650,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,6,203902,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,118,-279141.2,146395.2,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',238,34,136126.4,52064.4,RO12,me75fM6ugJ,Change,Change,Change
20,'',mj86,966,68,-518100,5423.91,eSGpMwS8zSGgq_trOpckZ5,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
4,UYBR,mj86,7,110,92932,248147.1,2Knk1KF,6C53VA1kCv,Stay,Change,Change
6,UYBR,'',42,30,126244.4,232995.6,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,14,146,206084.4,164535.3,2Knk1KF,me75fM6ugJ,Change,Change,Change
-18,UYBR,mj86,0,118,-17345.56,4741.65,g62hiBSaKg,7M47J5GA0pTYIFxg5uy,Change,Stay,Change
-0.55388,UYBR,'',0,36,36492.16,58699.5,RO12,me75fM6ugJ,Stay,Change,Change
8,cJvF,'',28,34,64298.4,84272.7,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',0,38,110636.4,45979.2,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,UYBR,'',0,18,193915.6,23469.57,RO12,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',49,174,-4981,2843.142,qqimvRzsp8ZZdKRPgzLg68joSn_k,me75fM6ugJ,Change,Change,Change
-30,UYBR,mj86,189,108,36333,3720.81,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-30,cJvF,mj86,14,156,128864,176603.4,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',616,156,-89692.8,34472.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,28,190,180776.8,159784.5,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,UYBR,'',0,84,-36676,16801.5,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-20,cJvF,am7c,1813,206,162303.2,80962.2,_7J0OGNN8s6gFzbM,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,34,62404.4,116796.9,RO12,me75fM6ugJ,Change,Change,Change
16,UYBR,'',0,40,197848,19548.03,RO12,me75fM6ugJ,Change,Change,Change
-22,UYBR,'',336,112,-818748,204153.6,2Knk1KF,me75fM6ugJ,Change,Change,Change
-30,cJvF,am7c,434,52,243166.4,225107.1,RO12,Kxdu,Change,Change,Stay
-20,UYBR,'',103.658127,4,-1202344,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',28,42,276851.2,219255.9,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
18,cJvF,'',28,42,-30708,201152.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,92,499004,26787.69,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,154,132,0,103084.052693,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-28,UYBR,'',0,14,-69040.8,152154,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,'',784,76,76604.4,138630.6,RO12,Kxdu,Change,Change,Change
-18,UYBR,'',103.658127,6,-862244,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,60,157093.2,6623.97,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',0,22,206592.4,227907.6,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',103.658127,30,59061.2,134099.7,ND3t9Yro9U,me75fM6ugJ,Stay,Change,Change
4,UYBR,'',133,32,135222.8,96706.2,RO12,me75fM6ugJ,Change,Change,Change
18,cJvF,'',105,42,-858228,7258.71,RO12,me75fM6ugJ,Change,Change,Change
8,UYBR,'',103.658127,32,55768.4,47746.2,RO12,me75fM6ugJ,Change,Change,Change
14,cJvF,'',0,124,81887.2,101577,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,mj86,0,52,-81412,50628.6,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',56,52,204041.2,179615.1,RO12,me75fM6ugJ,Stay,Change,Change
6,cJvF,'',7,32,166521.2,208953.6,AERks4l,GjJ35utlTa_GNSvxxpb9ju,Stay,Change,Change
-0.55388,UYBR,'',0,18,20424.28,181532.4,RO12,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
-28,cJvF,'',0,30,-227908,9998.76,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
8,cJvF,'',0,32,98342.8,209774.7,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,50,-28405.84,228835.8,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,14,172,-287743.6,24473.58,NMCEYavk0YOlqn2jHeEDjP0xsdXeAZGnZDN0NOfV,7M47J5GA0pTYIFxg5uy,Change,Change,Change
10,UYBR,'',91,34,546988,8065.979,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,mj86,0,86,-434.4,3162.57,AERks4l,NKv3VA1BpP,Change,Change,Stay
4,cJvF,'',287,32,205848.8,42604.5,RO12,me75fM6ugJ,Change,Change,Change
-8,UYBR,'',0,16,-170717.2,340050,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,0,84,-65094.8,3786.27,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,14,91235.6,181122.6,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,12,-508812,0,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,98,112262.8,181707.9,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,104,478136,119303.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',210,228,-416104,24409.59,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
16,UYBR,'',0,40,-367255.6,219921,RO12,me75fM6ugJ,Stay,Change,Change
30,UYBR,mj86,56,104,-51402,4995.69,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',0,108,348229.2,206475.3,2Knk1KF,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,16,-43979.6,6418.59,RO12,me75fM6ugJ,Change,Change,Change
14,UYBR,am7c,280,88,151297.2,14843.31,RO12,me75fM6ugJ,Change,Change,Change
18,cJvF,mj86,63,178,15672.84,2018.544,LrdZy8QqgUfkVShG,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-28,'','',0,38,308792,118677.9,RO12,me75fM6ugJ,Change,Change,Change
14,UYBR,'',0,38,430624,230024.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,16,225706,175434,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-20,UYBR,'',0,40,-1179600,25318.08,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,42,128,208472.8,320424,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
-0.55388,UYBR,am7c,119,72,-201360,164345.1,RO12,me75fM6ugJ,Stay,Change,Change
-0.55388,cJvF,'',103.658127,6,-42077.2,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-12,UYBR,'',0,92,-1453536,206631,RO12,me75fM6ugJ,Change,Change,Change
28,cJvF,am7c,105,52,-52605.2,31937.1,RO12,me75fM6ugJ,Change,Change,Change
-18,UYBR,mj86,175,76,416384,204736.8,RO12,me75fM6ugJ,Change,Change,Change
-4,UYBR,'',0,20,-180926,282867,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',0,16,-101466.8,160994.7,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,'',0,12,-962904,217911.9,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,'',56,156,374569.2,38981.1,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-0.55388,cJvF,'',0,24,-17194.16,2640.627,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,mj86,0,46,164966,221629.5,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,28,-610.284,2094.501,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,'',am7c,7,74,-16150.56,24956.01,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,77,106,-24200.16,18396.12,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',103.658127,10,-1201280,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,76,21422.28,135409.8,RO12,me75fM6ugJ,Change,Change,Change
36,UYBR,am7c,98,84,17662.84,5690.88,RO12,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',7,50,464152,150399.3,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,mj86,343,170,109987.6,142689,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,mj86,882,96,174209.2,153583.2,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Stay
-0.55388,UYBR,'',420,198,11162,19406.94,rEUOq2QD1qfkRr6qpua,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-24,UYBR,'',0,12,-1034684,103084.052693,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
4,cJvF,'',0,28,103933.6,205615.2,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',1134,130,382324.8,237124.2,2Knk1KF,NKv3VA1BpP,Change,Change,Change
-20,cJvF,am7c,189,162,402900,36047.7,MJdP52puUMWhmExsNdlkGDbNTFln2Eg,me75fM6ugJ,Change,Change,Change
30,cJvF,mj86,280,206,-19211.44,34399.2,NRCqczK,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
22,cJvF,'',91,46,5446.16,11771.13,RO12,me75fM6ugJ,Change,Change,Change
36,UYBR,mj86,182,220,-90056.8,48595.2,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-16,UYBR,'',103.658127,8,-1467552,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',0,44,295879.6,157755.9,RO12,me75fM6ugJ,Change,Change,Change
-16,cJvF,'',103.658127,8,-484364,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
6,cJvF,'',0,30,496020,55598.4,RO12,me75fM6ugJ,Change,Change,Change
58,UYBR,am7c,1470,82,-34568.16,19077.45,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,116,769444,157932.9,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-26,cJvF,mj86,462,64,183639.2,228408.6,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',7,44,-32391.72,7459.47,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',103.658127,10,-118795.6,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',103.658127,6,3619232,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
16,UYBR,am7c,294,244,147297.2,158734.5,2Knk1KF,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
28,cJvF,am7c,119,52,-87656.4,20410.83,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-18,cJvF,mj86,0,78,-1623708,4312.41,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',28,98,313858,148833.9,RO12,me75fM6ugJ,Change,Change,Stay
-16,UYBR,'',0,50,77436.4,223100.1,RO12,me75fM6ugJ,Change,Change,Change
-30,cJvF,'',0,32,6860,1535.157,AERks4l,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Stay
4,cJvF,'',0,14,184600.4,100695.3,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',0,18,-37864,52385.7,LrdVolaSGUfkVeWC,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,-775656,414147,RO12,me75fM6ugJ,Change,Change,Change
-12,cJvF,'',0,12,-1560632,0,RO12,me75fM6ugJ,Change,Change,Change
22,UYBR,mj86,0,136,-30407.16,3684.21,2Knk1KF,me75fM6ugJ,Change,Change,Change
58,cJvF,mj86,301,178,-44269.2,9726.54,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
4,UYBR,'',0,12,-638860,171703.5,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,12,-1592688,0,RO12,me75fM6ugJ,Change,Change,Change
14,UYBR,mj86,0,52,125050,221990.7,AERks4l,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,UYBR,'',0,36,195064,208754.7,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,cJvF,'',103.658127,10,-924572,103084.052693,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
-4,UYBR,'',0,20,1385092,226823.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',49,80,-15788.84,13249.35,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
18,cJvF,'',21,42,245365.2,177810,RO12,me75fM6ugJ,Change,Change,Change
50,UYBR,mj86,63,202,254756.8,174864,NRCqczK,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-0.55388,cJvF,'',28,32,28278.72,2372.988,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,231,106,461408,163673.4,RO12,me75fM6ugJ,Change,Change,Change
26,UYBR,mj86,259,124,327549.2,120221.4,2Knk1KF,me75fM6ugJ,Change,Change,Change
32,cJvF,am7c,0,80,74632.8,155582.1,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,0,60,233697.2,10598.1,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,mj86,56,56,260598,29557.32,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,16,-890032,46245.6,RO12,me75fM6ugJ,Change,Change,Stay
6,cJvF,'',56,30,10353.16,67130.7,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,12,-817204,116652.3,RO12,me75fM6ugJ,Change,Change,Change
-20,UYBR,'',0,92,-1473632,12233.94,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,28,154,30956,9652.801,2Knk1KF,me75fM6ugJ,Change,Change,Change
24,cJvF,am7c,0,72,-1395.144,8487.54,RO12,me75fM6ugJ,Change,Change,Change
-18,cJvF,'',103.658127,8,-1913404,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
26,UYBR,am7c,98,74,43966.8,71462.7,RO12,me75fM6ugJ,Change,Change,Stay
-0.55388,UYBR,mj86,7,108,129049.2,218310,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,301,100,-26430,4421.31,RO12,me75fM6ugJ,Change,Change,Change
4,UYBR,'',0,28,91294.8,149841.6,RO12,me75fM6ugJ,Change,Change,Change
-16,UYBR,'',103.658127,8,-1335248,103084.052693,RO12,GjJ35utlTa_GNSvxxpb9ju,Change,Change,Change
4,UYBR,'',103.658127,10,-109652,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,7,110,353007.6,64166.4,2Knk1KF,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
4,UYBR,am7c,77,106,-8033.72,3928.5,RO12,me75fM6ugJ,Change,Change,Change
-26,UYBR,'',103.658127,10,-1071960,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,'',am7c,315,124,-122108.4,23932.26,2Knk1KF,me75fM6ugJ,Change,Change,Change
34,UYBR,am7c,0,58,633384,222428.1,RO12,me75fM6ugJ,Change,Change,Change
-30,UYBR,am7c,0,72,-1017900,13150.62,RO12,me75fM6ugJ,Change,Change,Change
20,cJvF,'',0,44,88624.4,12589.26,RO12,me75fM6ugJ,Change,Change,Change
56,UYBR,am7c,21,190,-3098964,110671.8,2Knk1KF,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
4,UYBR,'',103.658127,8,-1784912,103084.052693,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Stay
-26,cJvF,am7c,84,78,241246.4,21828.51,RO12,7M47J5GA0pTYIFxg5uy,Change,Change,Change
-30,UYBR,'',0,46,-351546.4,82170.3,RO12,me75fM6ugJ,Change,Change,Stay
40,UYBR,'',21,64,103460,35151.3,RO12,me75fM6ugJ,Change,Change,Stay
4,cJvF,'',0,12,-258098.8,12490.86,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,mj86,217,48,168283.2,228726,RO12,me75fM6ugJ,Stay,Change,Change
4,cJvF,'',21,56,28166.72,190451.1,RO12,me75fM6ugJ,Change,Change,Change
12,cJvF,'',0,36,147565.6,215073.9,RO12,me75fM6ugJ,Change,Change,Change
-14,UYBR,mj86,133,54,308082,187535.4,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,mj86,0,128,282324.4,54692.7,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,am7c,0,62,-181376,143422.5,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,'',mj86,7,52,-240195.2,17577.75,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',0,28,29919.56,10362.81,RO12,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,'',0,28,81496.4,194770.2,RO12,me75fM6ugJ,Change,Change,Change
-24,UYBR,'',7,32,322895.2,201880.5,RO12,me75fM6ugJ,Change,Change,Change
32,cJvF,mj86,0,56,-557268,35676.9,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-16,UYBR,'',126,48,-958076,1714.575,RO12,me75fM6ugJ,Change,Change,Change
-20,cJvF,'',103.658127,4,-1733704,103084.052693,RO12,me75fM6ugJ,Change,Change,Change
22,cJvF,'',448,46,20811.16,32481.3,RO12,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',0,14,-707928,171276.6,RO12,me75fM6ugJ,Change,Change,Change
42,UYBR,mj86,0,66,-297873.6,9093.99,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,'',7,116,-1237.716,8816.97,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,mj86,14,104,-1541464,4084.02,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,cJvF,am7c,168,110,613196,5491.26,2Knk1KF,me75fM6ugJ,Change,Change,Change
-28,cJvF,'',103.658127,10,-679916,103084.052693,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,cJvF,mj86,147,72,1795.856,53490.9,RO12,DHn_WUyBhW_whjA88g9bvA64_,Change,Change,Change
-0.55388,UYBR,'',77,108,10948.28,4134.48,2Knk1KF,me75fM6ugJ,Stay,Change,Change
-0.55388,UYBR,'',0,40,251409.2,12176.25,RO12,me75fM6ugJ,Change,Change,Change
-22,cJvF,mj86,119,80,-1122160,8555.01,RO12,me75fM6ugJ,Change,Change,Change
4,cJvF,am7c,0,132,110664,38271.9,2Knk1KF,me75fM6ugJ,Change,Change,Change
-0.55388,UYBR,'',0,128,0,112450.8,2Knk1KF,7M47J5GA0pTYIFxg5uy,Stay,Change,Change
26,cJvF,mj86,70,150,47003.6,10323.39,2Knk1KF,me75fM6ugJ,Change,Change,Change
38,cJvF,'',630,64,-282749.6,21580.14,RO12,me75fM6ugJ,Change,Change,Change
